NAME,TICKER,PER,DATE,OPEN,HIGH,LOW,CLOSE,VOL,OPENINT
AAX-C14,AAX-C14.KL,D,20180515,0.055,0.055,0.055,0.055,0,0
AE MULTI HOLDINGS BERHAD (7146.KL),AEM.KL,D,20180515,0.16,0.16,0.16,0.16,2400,0
AAX-C15,AAX-C15.KL,D,20180515,0.04,0.04,0.04,0.04,9000,0
AEMULUS,AEMULUS.KL,D,20180515,0.385,0.385,0.35,0.36,18812,0
AAX-C16,AAX-C16.KL,D,20180515,0.075,0.075,0.075,0.075,0,0
AEON CO. (M) BHD [S] (6599.KL),AEON.KL,D,20180515,2.45,2.51,2.32,2.45,52557,0
AAX-C17,AAX-C17.KL,D,20180515,0.065,0.065,0.065,0.065,3690,0
AEON CREDIT SERVICE (M) BERHAD (5139.KL),AEONCR.KL,D,20180515,13.38,13.38,13.26,13.3,17740,0
AAX-WA,AAX-WA.KL,D,20180515,0.165,0.165,0.16,0.16,6310,0
AFFIN HOLDINGS BERHAD (5185.KL),AFFIN.KL,D,20180515,2.56,2.6,2.56,2.58,3084,0
ABMB-CU,ABMB-CU.KL,D,20180515,0.1,0.1,0.1,0.1,0,0
AHB HOLDINGS BERHAD [S] (7315.KL),AHB.KL,D,20180515,0.23,0.235,0.215,0.225,8877,0
ABMB-CV,ABMB-CV.KL,D,20180515,0.08,0.08,0.08,0.08,0,0
AHMAD ZAKI RESOURCES BERHAD [S] (7078.KL),AZRB.KL,D,20180515,0.42,0.475,0.39,0.4,152782,0
ABMB-CW,ABMB-CW.KL,D,20180515,0.09,0.09,0.09,0.09,1000,0
AIRASIA BERHAD (5099.KL),AIRASIA.KL,D,20180515,3.5,3.58,3.41,3.41,248081,0
AEM-WA,AEM-WA.KL,D,20180515,0.05,0.055,0.045,0.05,3032,0
AIRASIA X BERHAD (5238.KL),AAX.KL,D,20180515,0.39,0.39,0.38,0.38,114398,0
AEONCR-LA,AEONCR-LA.KL,D,20180515,1.2,1.2,1.2,1.2,141,0
AJINOMOTO (MALAYSIA) BERHAD [S] (2658.KL),AJI.KL,D,20180515,22.6,22.72,22.02,22.64,256,0
AHB-WB,AHB-WB.KL,D,20180515,0.095,0.095,0.095,0.095,571,0
AJIYA BERHAD [S] (7609.KL),AJIYA.KL,D,20180515,0.6,0.61,0.55,0.555,7032,0
AIRASIAC59,AIRASIAC59.KL,D,20180515,0.13,0.14,0.13,0.135,12800,0
ALAM MARITIM RESOURCES,ALAM.KL,D,20180515,0.145,0.145,0.135,0.14,13287,0
AIRASIAC60,AIRASIAC60.KL,D,20180515,0.135,0.15,0.135,0.135,41844,0
AL-AQAR KPJ REIT,ALAQAR.KL,D,20180515,1.25,1.25,1.25,1.25,0,0
AIRASIAC61,AIRASIAC61.KL,D,20180515,0.175,0.195,0.17,0.17,17277,0
ALLIANCE BANK MALAYSIA BERHAD (2488.KL),ABMB.KL,D,20180515,4.35,4.4,4.27,4.35,24231,0
AIRASIAC62,AIRASIAC62.KL,D,20180515,0.12,0.125,0.115,0.115,29906,0
ALLIANZ MALAYSIA BERHAD (1163.KL),ALLIANZ.KL,D,20180515,11.6,11.6,11.5,11.5,9,0
AIRPORT-C1,AIRPORT-C1.KL,D,20180515,0.095,0.12,0.095,0.12,32,0
ALLIANZ GENERAL INSURANCE MALAYSIA BHD -PA,ALLIANZ-PA.KL,D,20180515,11.2,11.2,11.2,11.2,0,0
AIRPORT-CW,AIRPORT-CW.KL,D,20180515,0.16,0.16,0.16,0.16,0,0
ALSREIT,ALSREIT.KL,D,20180515,0.85,0.85,0.85,0.85,0,0
AIRPORT-CX,AIRPORT-CX.KL,D,20180515,0.11,0.115,0.11,0.115,1502,0
ALUMINIUM COMPANY OF MALAYSIA BERHAD [S] (2674.KL),ALCOM.KL,D,20180515,0.845,0.845,0.81,0.81,778,0
AIRPORT-CY,AIRPORT-CY.KL,D,20180515,0.07,0.09,0.07,0.09,1004,0
AMALGAMATED INDUSTRIAL STEEL BERHAD [S] (2682.KL),AISB.KL,D,20180515,0.315,0.315,0.315,0.315,0,0
AIRPORT-CZ,AIRPORT-CZ.KL,D,20180515,0.08,0.105,0.08,0.1,2920,0
AMANAH HARTA TANAH PNB (4952.KL),AHP.KL,D,20180515,0.73,0.73,0.73,0.73,0,0
AJIYA-WA,AJIYA-WA.KL,D,20180515,0.155,0.155,0.145,0.145,4715,0
AMANAHRAYA REAL ESTATE INVESTMENT TRUST (5127.KL),ARREIT.KL,D,20180515,0.83,0.85,0.83,0.85,170,0
AMBANK-C4,AMBANK-C4.KL,D,20180515,0.01,0.01,0.01,0.01,0,0
AMCORP PROPERTIES BERHAD [S] (1007.KL),AMPROP.KL,D,20180515,0.725,0.73,0.72,0.72,2332,0
AMBANK-C5,AMBANK-C5.KL,D,20180515,0.035,0.035,0.03,0.03,4840,0
AMFIRST REAL ESTATE INVESTMENT TRUST (5120.KL),AMFIRST.KL,D,20180515,0.6,0.605,0.6,0.605,316,0
AMBANK-C6,AMBANK-C6.KL,D,20180515,0.005,0.01,0.005,0.01,6182,0
AMMB HOLDINGS BHD (1015.KL),AMBANK.KL,D,20180515,3.5,3.61,3.5,3.51,52915,0
AMBANK-C7,AMBANK-C7.KL,D,20180515,0.02,0.02,0.02,0.02,1000,0
AMTEK HOLDINGS BERHAD [S] (7051.KL),AMTEK.KL,D,20180515,0.29,0.29,0.29,0.29,0,0
AMBANK-C8,AMBANK-C8.KL,D,20180515,0.045,0.045,0.04,0.04,584,0
AMTEL HOLDINGS BERHAD (7031.KL),AMTEL.KL,D,20180515,0.63,0.63,0.63,0.63,40,0
AMBANK-C9,AMBANK-C9.KL,D,20180515,0.085,0.09,0.085,0.085,21968,0
AMVERTON BERHAD [S] (5959.KL),AMVERTON.KL,D,20180515,1.01,1.01,1.01,1.01,0,0
AMPROP-PA,AMPROP-PA.KL,D,20180515,0.3,0.3,0.3,0.3,0,0
AMWAY (MALAYSIA) HOLDINGS BERHAD [S] (6351.KL),AMWAY.KL,D,20180515,8,8.4,7.99,8.34,1372,0
AMPROP-PB,AMPROP-PB.KL,D,20180515,0.57,0.57,0.57,0.57,1,0
ANALABS RESOURCES BERHAD [S] (7083.KL),ANALABS.KL,D,20180515,2.06,2.06,2.06,2.06,0,0
ANNJOO-CG,ANNJOO-CG.KL,D,20180515,0.005,0.005,0.005,0.005,0,0
ANCOM BERHAD (4758.KL),ANCOM.KL,D,20180515,0.5,0.5,0.48,0.5,2392,0
ANNJOO-CH,ANNJOO-CH.KL,D,20180515,0.01,0.01,0.005,0.005,2000,0
ANCOM LOGISTICS BERHAD [S] (0048.KL),ANCOMLB.KL,D,20180515,0.09,0.09,0.09,0.09,1200,0
ANNJOO-CI,ANNJOO-CI.KL,D,20180515,0.01,0.01,0.01,0.01,0,0
ANN JOO RESOURCES BERHAD (6556.KL),ANNJOO.KL,D,20180515,2.68,2.68,2.6,2.64,5026,0
ANNJOO-CJ,ANNJOO-CJ.KL,D,20180515,0.005,0.005,0.005,0.005,5000,0
ANZO,ANZO.KL,D,20180515,0.055,0.06,0.055,0.06,9053,0
ANNJOO-CK,ANNJOO-CK.KL,D,20180515,0.05,0.05,0.05,0.05,0,0
APB RESOURCES BERHAD [S] (5568.KL),APB.KL,D,20180515,0.82,0.82,0.82,0.82,0,0
ANNJOO-CL,ANNJOO-CL.KL,D,20180515,0.025,0.025,0.025,0.025,741,0
APEX EQUITY HOLDINGS BERHAD (5088.KL),APEX.KL,D,20180515,1.06,1.06,1.06,1.06,1,0
ANNJOO-CM,ANNJOO-CM.KL,D,20180515,0.03,0.03,0.03,0.03,530,0
APEX HEALTHCARE BERHAD [S] (7090.KL),AHEALTH.KL,D,20180515,5.85,5.85,5.5,5.8,322,0
ANNJOO-CN,ANNJOO-CN.KL,D,20180515,0.05,0.05,0.05,0.05,0,0
APFT BERHAD [S] (5194.KL),APFT.KL,D,20180515,0.01,0.01,0.01,0.01,4041,0
ANNJOO-CO,ANNJOO-CO.KL,D,20180515,0.07,0.07,0.07,0.07,6942,0
APM AUTOMOTIVE HOLDINGS BERHAD [S] (5015.KL),APM.KL,D,20180515,3.58,3.58,3.58,3.58,10,0
ANNJOO-PA,ANNJOO-PA.KL,D,20180515,1.49,1.49,1.49,1.49,0,0
APOLLO FOOD HOLDINGS BERHAD [S] (6432.KL),APOLLO.KL,D,20180515,4.1,4.1,4.1,4.1,0,0
ANZO-WA,ANZO-WA.KL,D,20180515,0.02,0.02,0.02,0.02,0,0
APPASIA BERHAD [S] (0119.KL),APPASIA.KL,D,20180515,0.22,0.225,0.2,0.2,24759,0
ANZO-WB,ANZO-WB.KL,D,20180515,0.03,0.03,0.03,0.03,0,0
A-RANK BHD,ARANK.KL,D,20180515,0.78,0.78,0.78,0.78,71,0
ANZO-WC,ANZO-WC.KL,D,20180515,0.025,0.025,0.025,0.025,2070,0
ARK RESOURCES BERHAD [S] (7007.KL),ARK.KL,D,20180515,0.285,0.285,0.285,0.285,5,0
APFT-WA,APFT-WA.KL,D,20180515,0.005,0.005,0.005,0.005,0,0
ASDION BERHAD [S] (0068.KL),ASDION.KL,D,20180515,0.475,0.5,0.465,0.47,30991,0
APPASIA-WA,APPASIA-WA.KL,D,20180515,0.115,0.115,0.115,0.115,2785,0
ASIA BRANDS BERHAD (7722.KL),ASIABRN.KL,D,20180515,0.88,0.88,0.88,0.88,0,0
ARK-WB,ARK-WB.KL,D,20180515,0.09,0.09,0.09,0.09,0,0
ASIA FILE CORPORATION BHD [S] (7129.KL),ASIAFLE.KL,D,20180515,2.8,2.8,2.77,2.8,394,0
ARMADA-C29,ARMADA-C29.KL,D,20180515,0.17,0.17,0.135,0.135,5013,0
ASIA KNIGHT BERHAD (9954.KL),AKNIGHT.KL,D,20180515,0.13,0.135,0.125,0.125,900,0
ARMADA-C30,ARMADA-C30.KL,D,20180515,0.135,0.14,0.1,0.1,9865,0
ASIA MEDIA GROUP BERHAD [S] (0159.KL),AMEDIA.KL,D,20180515,0.09,0.09,0.085,0.09,2628,0
ARMADA-C31,ARMADA-C31.KL,D,20180515,0.11,0.11,0.08,0.08,5422,0
ASIA POLY HOLDINGS BERHAD [S] (0105.KL),ASIAPLY.KL,D,20180515,0.095,0.1,0.09,0.1,10282,0
ARMADA-C32,ARMADA-C32.KL,D,20180515,0.15,0.15,0.15,0.15,0,0
ASIAN PAC HOLDINGS BERHAD [S] (4057.KL),ASIAPAC.KL,D,20180515,0.155,0.165,0.15,0.155,21153,0
ARMADA-C33,ARMADA-C33.KL,D,20180515,0.055,0.055,0.05,0.05,16893,0
ASTINO BERHAD [S] (7162.KL),ASTINO.KL,D,20180515,0.845,0.85,0.845,0.845,1020,0
ARMADA-C34,ARMADA-C34.KL,D,20180515,0.06,0.06,0.055,0.055,3000,0
ASTRAL ASIA BERHAD [S] (7054.KL),AASIA.KL,D,20180515,0.185,0.19,0.185,0.19,140,0
ARMADA-C35,ARMADA-C35.KL,D,20180515,0.09,0.095,0.085,0.085,8000,0
ASTRO MALAYSIA HOLDINGS BERHAD (6399.KL),ASTRO.KL,D,20180515,1.81,1.81,1.71,1.71,39650,0
ARMADA-C36,ARMADA-C36.KL,D,20180515,0.055,0.055,0.045,0.045,28400,0
AT SYSTEMATIZATION BERHAD [S] (0072.KL),AT.KL,D,20180515,0.085,0.085,0.08,0.08,13500,0
ARMADA-C37,ARMADA-C37.KL,D,20180515,0.09,0.09,0.07,0.07,8963,0
ATLAN HOLDINGS BHD. (7048.KL),ATLAN.KL,D,20180515,4.6,4.6,4.6,4.6,0,0
ARMADA-C38,ARMADA-C38.KL,D,20180515,0.035,0.035,0.035,0.035,0,0
ATRIUM REAL ESTATE INVESTMENT TRUST,ATRIUM.KL,D,20180515,1.08,1.08,1.08,1.08,50,0
ARMADA-C39,ARMADA-C39.KL,D,20180515,0.13,0.13,0.11,0.11,14218,0
ATTA,ATTA.KL,D,20180515,0.85,0.9,0.85,0.9,1382,0
ASDION-WB,ASDION-WB.KL,D,20180515,0.125,0.135,0.115,0.12,20746,0
ATURMAJU RESOURCES BERHAD [S] (7181.KL),ATURMJU.KL,D,20180515,0.18,0.18,0.18,0.18,0,0
ASIAPAC-LC,ASIAPAC-LC.KL,D,20180515,0.85,0.85,0.85,0.85,0,0
AVILLION BERHAD [S] (8885.KL),AVI.KL,D,20180515,0.405,0.41,0.335,0.34,24396,0
ASIAPAC-WB,ASIAPAC-WB.KL,D,20180515,0.08,0.08,0.08,0.08,0,0
AWC BERHAD [S] (7579.KL),AWC.KL,D,20180515,0.7,0.71,0.695,0.71,2067,0
ASIAPLY-PA,ASIAPLY-PA.KL,D,20180515,0.055,0.055,0.055,0.055,0,0
AXIATA GROUP BERHAD [S] (6888.KL),AXIATA.KL,D,20180515,5.15,5.23,5.15,5.16,31356,0
ASIAPLY-WA,ASIAPLY-WA.KL,D,20180515,0.04,0.04,0.035,0.04,1609,0
AXIS REAL ESTATE INVESTMENT TRUST [S] (5106.KL),AXREIT.KL,D,20180515,1.44,1.44,1.4,1.44,1201,0
ASIAPLY-WB,ASIAPLY-WB.KL,D,20180515,0.04,0.045,0.04,0.045,2986,0
AYER HOLDINGS BERHAD [S] (2305.KL),AYER.KL,D,20180515,5.75,5.75,5.75,5.75,0,0
ASTRO-C5,ASTRO-C5.KL,D,20180515,0.005,0.005,0.005,0.005,0,0
AYS VENTURES BERHAD [S] (5021.KL),AYS.KL,D,20180515,0.395,0.4,0.39,0.4,774,0
ASTRO-C6,ASTRO-C6.KL,D,20180515,0.005,0.005,0.005,0.005,0,0
BARAKAH OFFSHORE PETROLEUM BERHAD [S] (7251.KL),BARAKAH.KL,D,20180515,0.15,0.15,0.125,0.13,91669,0
ASTRO-C7,ASTRO-C7.KL,D,20180515,0.06,0.06,0.06,0.06,4,0
BATU KAWAN BERHAD [S] (1899.KL),BKAWAN.KL,D,20180515,18.16,18.18,18.14,18.14,145,0
ATTA-LA,ATTA-LA.KL,D,20180515,0.165,0.17,0.155,0.17,4634,0
BCB BERHAD (6602.KL),BCB.KL,D,20180515,0.4,0.4,0.4,0.4,0,0
ATTA-PA,ATTA-PA.KL,D,20180515,0.2,0.205,0.2,0.205,4950,0
BCM ALLIANCE BERHAD (0187.KL),BCMALL.KL,D,20180515,0.14,0.15,0.14,0.15,530,0
ATTA-WB,ATTA-WB.KL,D,20180515,0.215,0.215,0.215,0.215,500,0
BENALEC HOLDINGS BERHAD [S] (5190.KL),BENALEC.KL,D,20180515,0.3,0.31,0.3,0.31,612,0
ATTA-WC,ATTA-WC.KL,D,20180515,0.165,0.165,0.165,0.165,0,0
BERJAYA ASSETS BERHAD (3239.KL),BJASSET.KL,D,20180515,0.52,0.52,0.48,0.48,20752,0
AT-WA,AT-WA.KL,D,20180515,0.02,0.02,0.02,0.02,0,0
BERJAYA CORPORATION BERHAD (3395.KL),BJCORP.KL,D,20180515,0.39,0.39,0.345,0.35,740161,0
AT-WB,AT-WB.KL,D,20180515,0.025,0.025,0.025,0.025,0,0
BERJAYA FOOD BERHAD (5196.KL),BJFOOD.KL,D,20180515,1.67,1.76,1.67,1.7,1111,0
AXIATA-C22,AXIATA-C22.KL,D,20180515,0.075,0.075,0.07,0.075,3400,0
BERJAYA LAND BERHAD (4219.KL),BJLAND.KL,D,20180515,0.35,0.355,0.34,0.34,41457,0
AXIATA-C23,AXIATA-C23.KL,D,20180515,0.03,0.03,0.03,0.03,2000,0
BERJAYA MEDIA BERHAD (6025.KL),BJMEDIA.KL,D,20180515,0.28,0.28,0.28,0.28,0,0
AXIATA-C24,AXIATA-C24.KL,D,20180515,0.065,0.065,0.065,0.065,0,0
BERJAYA SPORTS TOTO BERHAD (1562.KL),BJTOTO.KL,D,20180515,2.42,2.42,2.32,2.35,16865,0
AXIATA-C25,AXIATA-C25.KL,D,20180515,0.07,0.07,0.07,0.07,0,0
BERMAZ AUTO BERHAD [S] (5248),BAUTO.KL,D,20180515,2.1,2.19,2.1,2.17,9459,0
AZRB-WA,AZRB-WA.KL,D,20180515,0.17,0.2,0.17,0.18,3068,0
BERTAM ALLIANCE BERHAD [S] (9814.KL),BERTAM.KL,D,20180515,0.235,0.235,0.235,0.235,0,0
BAHVEST-WA,BAHVEST-WA.KL,D,20180515,0.88,0.88,0.81,0.835,14097,0
B.I.G. INDUSTRIES BERHAD [S] (7005.KL),BIG.KL,D,20180515,0.385,0.385,0.315,0.32,251,0
BARAKAH-LA,BARAKAH-LA.KL,D,20180515,0.16,0.16,0.16,0.16,0,0
BIMB HOLDINGS BERHAD [S] (5258.KL),BIMB.KL,D,20180515,3.95,3.96,3.9,3.9,71,0
BAT-CJ,BAT-CJ.KL,D,20180515,0.015,0.03,0.015,0.02,57387,0
BINA DARULAMAN BERHAD [S] (6173.KL),BDB.KL,D,20180515,0.52,0.525,0.505,0.505,712,0
BAUTO-CT,BAUTO-CT.KL,D,20180515,0.105,0.11,0.105,0.105,500,0
BINA PURI HOLDINGS BHD (5932.KL),BPURI.KL,D,20180515,0.29,0.29,0.28,0.285,1030,0
BAUTO-CU,BAUTO-CU.KL,D,20180515,0.06,0.06,0.06,0.06,500,0
BINACOM,BINACOM.KL,D,20180515,0.425,0.435,0.425,0.43,2756,0
BAUTO-CV,BAUTO-CV.KL,D,20180515,0.05,0.05,0.05,0.05,4,0
BINTAI KINDEN CORPORATION BERHAD (6998.KL),BINTAI.KL,D,20180515,0.14,0.145,0.14,0.14,390,0
BAUTO-CW,BAUTO-CW.KL,D,20180515,0.075,0.075,0.075,0.075,0,0
BINTULU PORT HOLDINGS BERHAD [S] (5032.KL),BIPORT.KL,D,20180515,5.89,5.89,5.81,5.81,20,0
BIMB-CW,BIMB-CW.KL,D,20180515,0.045,0.045,0.045,0.045,0,0
BIO OSMO BERHAD [S] (7243.KL),BIOOSMO.KL,D,20180515,0.055,0.055,0.045,0.05,8501,0
BIMB-CX,BIMB-CX.KL,D,20180515,0.04,0.04,0.04,0.04,0,0
BIOALPHA HOLDINGS BERHAD [S] (0179.KL),BIOHLDG.KL,D,20180515,0.23,0.235,0.225,0.225,5740,0
BIMB-CY,BIMB-CY.KL,D,20180515,0.1,0.1,0.1,0.1,0,0
BLD PLANTATION BHD. [S] (5069.KL),BLDPLNT.KL,D,20180515,8.01,8.01,8.01,8.01,30,0
BIMB-WA,BIMB-WA.KL,D,20180515,0.24,0.245,0.235,0.235,8383,0
BOILERMECH HOLDINGS BERHAD [S] (0168.KL),BOILERM.KL,D,20180515,0.725,0.725,0.72,0.72,1272,0
BINTAI-WA,BINTAI-WA.KL,D,20180515,0.06,0.06,0.06,0.06,0,0
BONIA CORPORATION BERHAD [S] (9288.KL),BONIA.KL,D,20180515,0.435,0.445,0.435,0.44,1790,0
BIOHLDG-WA,BIOHLDG-WA.KL,D,20180515,0.11,0.11,0.11,0.11,1120,0
BOON KOON GROUP BERHAD [S] (7187.KL),BKOON.KL,D,20180515,0.455,0.455,0.45,0.45,440,0
BJCORP-C5,BJCORP-C5.KL,D,20180515,0.055,0.06,0.04,0.04,14332,0
BORNEO AQUA HARVEST BERHAD [S] (0098.KL),BAHVEST.KL,D,20180515,1.17,1.17,1.08,1.13,16500,0
BJCORP-C6,BJCORP-C6.KL,D,20180515,0.005,0.005,0.005,0.005,0,0
BORNEO OIL BERHAD (7036.KL),BORNOIL.KL,D,20180515,0.08,0.085,0.075,0.08,982183,0
BJCORP-C7,BJCORP-C7.KL,D,20180515,0.045,0.045,0.03,0.03,11362,0
BOUSTEAD HEAVY INDUSTRIES CORPORATION BHD [S] (8133.KL),BHIC.KL,D,20180515,1.85,1.85,1.85,1.85,0,0
BJCORP-C8,BJCORP-C8.KL,D,20180515,0.05,0.05,0.035,0.04,42200,0
BOUSTEAD HOLDINGS BERHAD (2771.KL),BSTEAD.KL,D,20180515,2.64,2.64,2.59,2.61,1367,0
BJCORP-LD,BJCORP-LD.KL,D,20180515,0.415,0.415,0.405,0.405,3675,0
BOUSTEAD PLANTATIONS BERHAD (5254.KL),BPLANT.KL,D,20180515,1.3,1.39,1.3,1.34,25418,0
BJCORP-LE,BJCORP-LE.KL,D,20180515,0.4,0.4,0.4,0.4,0,0
BOX-PAK (MALAYSIA) BHD,BOXPAK.KL,D,20180515,1.08,1.08,1.08,1.08,0,0
BJCORP-WB,BJCORP-WB.KL,D,20180515,0.1,0.1,0.085,0.085,30267,0
BP PLASTICS HOLDING BHD [S] (5100.KL),BPPLAS.KL,D,20180515,0.935,0.97,0.925,0.97,579,0
BJCORP-WC,BJCORP-WC.KL,D,20180515,0.14,0.14,0.11,0.12,60803,0
BRAHIM'S HOLDINGS BERHAD [S] (9474.KL),BRAHIMS.KL,D,20180515,0.285,0.295,0.28,0.28,2567,0
BKOON-WA,BKOON-WA.KL,D,20180515,0.25,0.25,0.25,0.25,0,0
BREM HOLDING BERHAD (8761.KL),BREM.KL,D,20180515,0.84,0.84,0.84,0.84,0,0
BORNOIL-WC,BORNOIL-WC.KL,D,20180515,0.04,0.04,0.035,0.04,9745,0
BRIGHT PACKAGING INDUSTRY BERHAD (9938.KL),BRIGHT.KL,D,20180515,0.205,0.205,0.195,0.205,1669,0
BORNOIL-WD,BORNOIL-WD.KL,D,20180515,0.035,0.04,0.035,0.04,97352,0
BRITE-TECH BHD,BTECH.KL,D,20180515,0.255,0.255,0.255,0.255,100,0
BOXPAK-WA,BOXPAK-WA.KL,D,20180515,0.22,0.22,0.22,0.22,0,0
BRITISH AMERICAN TOBACCO (MALAYSIA) BERHAD (4162.KL),BAT.KL,D,20180515,28.38,29.92,28.02,28.5,20274,0
BRIGHT-WB,BRIGHT-WB.KL,D,20180515,0.07,0.07,0.07,0.07,0,0
BSL CORPORATION BERHAD [S] (7221.KL),BSLCORP.KL,D,20180515,0.6,0.6,0.6,0.6,0,0
BSTEAD-CM,BSTEAD-CM.KL,D,20180515,0.045,0.045,0.045,0.045,0,0
BTM RESOURCES BERHAD [S] (7188.KL),BTM.KL,D,20180515,0.17,0.17,0.17,0.17,1000,0
BTM RESOURCES WA,BTM-WA.KL,D,20180515,0.095,0.095,0.095,0.095,0,0
BUMI ARMADA BERHAD(5210.KL),ARMADA.KL,D,20180515,0.87,0.875,0.815,0.815,109834,0
BTM-WB,BTM-WB.KL,D,20180515,0.09,0.09,0.09,0.09,0,0
BURSA MALAYSIA BERHAD (1818.KL),BURSA.KL,D,20180515,8.17,8.2,7.92,8.07,28374,0
BURSA-C14,BURSA-C14.KL,D,20180515,0.335,0.34,0.325,0.325,2371,0
C.I. HOLDINGS BERHAD (2828.KL),CIHLDG.KL,D,20180515,2.1,2.1,2.1,2.1,1,0
BURSA-C15,BURSA-C15.KL,D,20180515,0.295,0.295,0.295,0.295,1000,0
CAB CAKARAN CORPORATION BERHAD [S] (7174.KL),CAB.KL,D,20180515,0.92,0.96,0.92,0.925,22318,0
BURSA-C16,BURSA-C16.KL,D,20180515,0.22,0.225,0.22,0.22,8664,0
CABNET,CABNET.KL,D,20180515,0.6,0.6,0.6,0.6,1,0
CAB-WA,CAB-WA.KL,D,20180515,0.75,0.775,0.75,0.76,2473,0
CAELY HOLDINGS BHD [S] (7154.KL),CAELY.KL,D,20180515,0.9,0.905,0.88,0.905,8238,0
CAELY-WA,CAELY-WA.KL,D,20180515,0.58,0.58,0.52,0.53,2861,0
CAHYA MATA SARAWAK BERHAD [S] (2852.KL),CMSB.KL,D,20180515,3.55,3.56,3.4,3.42,34920,0
CBIP-WA,CBIP-WA.KL,D,20180515,0.09,0.09,0.09,0.09,0,0
CAM RESOURCES BERHAD [S] (7128.KL),CAMRES.KL,D,20180515,0.325,0.325,0.325,0.325,0,0
CENSOF-WB,CENSOF-WB.KL,D,20180515,0.045,0.055,0.045,0.045,2448,0
CAN-ONE BHD,CANONE.KL,D,20180515,2.6,2.6,2.6,2.6,0,0
CIMB-C29,CIMB-C29.KL,D,20180515,0.095,0.105,0.095,0.105,32352,0
CAPITAMALLS MALAYSIA TRUST (5180.KL),CMMT.KL,D,20180515,1.15,1.15,1.13,1.13,3923,0
CIMB-C30,CIMB-C30.KL,D,20180515,0.12,0.14,0.12,0.14,3494,0
CAREPLUS GROUP BERHAD [S] (0163.KL),CAREPLS.KL,D,20180515,0.25,0.25,0.245,0.245,1536,0
CIMB-C31,CIMB-C31.KL,D,20180515,0.095,0.1,0.095,0.1,3002,0
CARIMIN PETROLEUM BERHAD [S] (5257.KL),CARIMIN.KL,D,20180515,0.305,0.31,0.3,0.3,7233,0
CIMB-C32,CIMB-C32.KL,D,20180515,0.08,0.08,0.07,0.075,22757,0
CARING PHARMACY GROUP BERHAD (5245.KL),CARING.KL,D,20180515,1.7,1.7,1.65,1.65,200,0
CIMB-C33,CIMB-C33.KL,D,20180515,0.14,0.16,0.14,0.16,68202,0
CARLSBERG BREWERY MALAYSIA BERHAD (2836.KL),CARLSBG.KL,D,20180515,19.4,19.92,19,19.46,3313,0
CIMB-C34,CIMB-C34.KL,D,20180515,0.05,0.055,0.05,0.05,4016,0
CB INDUSTRIAL PRODUCT HOLDING BERHAD [S] (7076.KL),CBIP.KL,D,20180515,1.5,1.52,1.5,1.52,222,0
CIMB-C35,CIMB-C35.KL,D,20180515,0.095,0.105,0.095,0.105,40963,0
CCK CONSOLIDATED HOLDINGS BERHAD [S] (7035.KL),CCK.KL,D,20180515,1.68,1.68,1.63,1.65,13814,0
CME-LA,CME-LA.KL,D,20180515,0.02,0.02,0.02,0.02,0,0
