NAME,TICKER,PER,DATE,OPEN,HIGH,LOW,CLOSE,VOL,OPENINT
AIRASIAC58,AIRASIAC58.KL,D,20180503,0.12,0.12,0.12,0.12,0,0
AL-AQAR KPJ REIT,ALAQAR.KL,D,20180503,1.2,1.2,1.2,1.2,1,0
AIRASIAC59,AIRASIAC59.KL,D,20180503,0.175,0.175,0.17,0.17,6000,0
ALLIANCE BANK MALAYSIA BERHAD (2488.KL),ABMB.KL,D,20180503,4.17,4.27,4.11,4.11,5929,0
AIRASIAC60,AIRASIAC60.KL,D,20180503,0.19,0.19,0.18,0.18,44118,0
ALLIANZ MALAYSIA BERHAD (1163.KL),ALLIANZ.KL,D,20180503,11.7,11.7,11.2,11.2,2338,0
AIRASIAC61,AIRASIAC61.KL,D,20180503,0.245,0.245,0.235,0.24,7371,0
ALLIANZ GENERAL INSURANCE MALAYSIA BHD -PA,ALLIANZ-PA.KL,D,20180503,11.2,11.2,11.2,11.2,5,0
AIRPORT-CV,AIRPORT-CV.KL,D,20180503,0.035,0.035,0.035,0.035,0,0
ALSREIT,ALSREIT.KL,D,20180503,0.86,0.86,0.845,0.845,248,0
AIRPORT-CW,AIRPORT-CW.KL,D,20180503,0.16,0.16,0.16,0.16,0,0
ALUMINIUM COMPANY OF MALAYSIA BERHAD [S] (2674.KL),ALCOM.KL,D,20180503,0.795,0.8,0.775,0.8,526,0
AIRPORT-CX,AIRPORT-CX.KL,D,20180503,0.14,0.14,0.14,0.14,0,0
AMALGAMATED INDUSTRIAL STEEL BERHAD [S] (2682.KL),AISB.KL,D,20180503,0.3,0.3,0.3,0.3,33,0
AIRPORT-CY,AIRPORT-CY.KL,D,20180503,0.12,0.12,0.12,0.12,0,0
AMANAH HARTA TANAH PNB (4952.KL),AHP.KL,D,20180503,0.73,0.75,0.73,0.75,101,0
AIRPORT-CZ,AIRPORT-CZ.KL,D,20180503,0.105,0.11,0.105,0.11,8,0
AMANAHRAYA REAL ESTATE INVESTMENT TRUST (5127.KL),ARREIT.KL,D,20180503,0.86,0.86,0.845,0.855,333,0
AJIYA-WA,AJIYA-WA.KL,D,20180503,0.12,0.13,0.12,0.125,160,0
AMCORP PROPERTIES BERHAD [S] (1007.KL),AMPROP.KL,D,20180503,0.655,0.68,0.655,0.68,267,0
AMBANK-C1,AMBANK-C1.KL,D,20180503,0.005,0.005,0.005,0.005,0,0
AMFIRST REAL ESTATE INVESTMENT TRUST (5120.KL),AMFIRST.KL,D,20180503,0.61,0.61,0.605,0.605,634,0
AMBANK-C4,AMBANK-C4.KL,D,20180503,0.025,0.025,0.025,0.025,0,0
AMMB HOLDINGS BHD (1015.KL),AMBANK.KL,D,20180503,3.8,3.83,3.76,3.77,23292,0
AMBANK-C5,AMBANK-C5.KL,D,20180503,0.035,0.035,0.035,0.035,39,0
AMTEK HOLDINGS BERHAD [S] (7051.KL),AMTEK.KL,D,20180503,0.29,0.29,0.29,0.29,0,0
AMBANK-C6,AMBANK-C6.KL,D,20180503,0.01,0.01,0.01,0.01,0,0
AMTEL HOLDINGS BERHAD (7031.KL),AMTEL.KL,D,20180503,0.68,0.68,0.68,0.68,0,0
AMBANK-C7,AMBANK-C7.KL,D,20180503,0.025,0.025,0.025,0.025,0,0
AMVERTON BERHAD [S] (5959.KL),AMVERTON.KL,D,20180503,1,1.01,1,1.01,100,0
AMBANK-C8,AMBANK-C8.KL,D,20180503,0.075,0.075,0.075,0.075,0,0
AMWAY (MALAYSIA) HOLDINGS BERHAD [S] (6351.KL),AMWAY.KL,D,20180503,7.56,7.65,7.56,7.65,32,0
AMBANK-C9,AMBANK-C9.KL,D,20180503,0.125,0.125,0.12,0.125,40800,0
ANALABS RESOURCES BERHAD [S] (7083.KL),ANALABS.KL,D,20180503,2.07,2.07,2.07,2.07,200,0
AMPROP-PA,AMPROP-PA.KL,D,20180503,0.31,0.31,0.31,0.31,19,0
ANCOM BERHAD (4758.KL),ANCOM.KL,D,20180503,0.565,0.565,0.545,0.545,5489,0
AMPROP-PB,AMPROP-PB.KL,D,20180503,0.645,0.645,0.645,0.645,0,0
ANCOM LOGISTICS BERHAD [S] (0048.KL),ANCOMLB.KL,D,20180503,0.09,0.09,0.09,0.09,15,0
ANNJOO-CF,ANNJOO-CF.KL,D,20180503,0.005,0.005,0.005,0.005,0,0
ANN JOO RESOURCES BERHAD (6556.KL),ANNJOO.KL,D,20180503,2.9,2.95,2.9,2.9,2585,0
ANNJOO-CG,ANNJOO-CG.KL,D,20180503,0.005,0.005,0.005,0.005,0,0
ANZO,ANZO.KL,D,20180503,0.055,0.06,0.05,0.055,2779,0
ANNJOO-CH,ANNJOO-CH.KL,D,20180503,0.015,0.015,0.015,0.015,8000,0
APB RESOURCES BERHAD [S] (5568.KL),APB.KL,D,20180503,0.82,0.82,0.82,0.82,0,0
ANNJOO-CI,ANNJOO-CI.KL,D,20180503,0.025,0.025,0.025,0.025,0,0
APEX EQUITY HOLDINGS BERHAD (5088.KL),APEX.KL,D,20180503,1,1,1,1,100,0
ANNJOO-CJ,ANNJOO-CJ.KL,D,20180503,0.025,0.025,0.025,0.025,0,0
APEX HEALTHCARE BERHAD [S] (7090.KL),AHEALTH.KL,D,20180503,5.7,5.7,5.7,5.7,5,0
ANNJOO-CK,ANNJOO-CK.KL,D,20180503,0.05,0.05,0.05,0.05,0,0
APFT BERHAD [S] (5194.KL),APFT.KL,D,20180503,0.01,0.01,0.01,0.01,12030,0
ANNJOO-CL,ANNJOO-CL.KL,D,20180503,0.03,0.03,0.03,0.03,0,0
APM AUTOMOTIVE HOLDINGS BERHAD [S] (5015.KL),APM.KL,D,20180503,3.35,3.35,3.29,3.31,306,0
ANNJOO-CM,ANNJOO-CM.KL,D,20180503,0.055,0.055,0.055,0.055,0,0
APOLLO FOOD HOLDINGS BERHAD [S] (6432.KL),APOLLO.KL,D,20180503,3.91,3.91,3.88,3.88,49,0
ANNJOO-CN,ANNJOO-CN.KL,D,20180503,0.075,0.075,0.075,0.075,0,0
APPASIA BERHAD [S] (0119.KL),APPASIA.KL,D,20180503,0.265,0.28,0.26,0.275,9612,0
ANNJOO-CO,ANNJOO-CO.KL,D,20180503,0.1,0.105,0.1,0.105,2600,0
A-RANK BHD,ARANK.KL,D,20180503,0.74,0.775,0.74,0.765,4222,0
ANNJOO-PA,ANNJOO-PA.KL,D,20180503,1.63,1.63,1.59,1.59,51,0
ARK RESOURCES BERHAD [S] (7007.KL),ARK.KL,D,20180503,0.31,0.31,0.31,0.31,0,0
ANZO-WA,ANZO-WA.KL,D,20180503,0.015,0.015,0.015,0.015,0,0
ASDION BERHAD [S] (0068.KL),ASDION.KL,D,20180503,0.475,0.485,0.46,0.475,29928,0
ANZO-WB,ANZO-WB.KL,D,20180503,0.03,0.03,0.03,0.03,0,0
ASIA BRANDS BERHAD (7722.KL),ASIABRN.KL,D,20180503,0.86,0.86,0.86,0.86,0,0
ANZO-WC,ANZO-WC.KL,D,20180503,0.02,0.02,0.02,0.02,15,0
ASIA FILE CORPORATION BHD [S] (7129.KL),ASIAFLE.KL,D,20180503,2.66,2.7,2.66,2.68,1523,0
APFT-WA,APFT-WA.KL,D,20180503,0.005,0.005,0.005,0.005,0,0
ASIA KNIGHT BERHAD (9954.KL),AKNIGHT.KL,D,20180503,0.13,0.135,0.13,0.13,3472,0
APPASIA-WA,APPASIA-WA.KL,D,20180503,0.16,0.18,0.16,0.175,2592,0
ASIA MEDIA GROUP BERHAD [S] (0159.KL),AMEDIA.KL,D,20180503,0.085,0.095,0.085,0.09,21404,0
ARK-WB,ARK-WB.KL,D,20180503,0.09,0.09,0.09,0.09,0,0
ASIA POLY HOLDINGS BERHAD [S] (0105.KL),ASIAPLY.KL,D,20180503,0.085,0.095,0.085,0.095,3605,0
ARMADA-C29,ARMADA-C29.KL,D,20180503,0.14,0.14,0.14,0.14,206,0
ASIAN PAC HOLDINGS BERHAD [S] (4057.KL),ASIAPAC.KL,D,20180503,0.14,0.145,0.14,0.14,3562,0
ARMADA-C30,ARMADA-C30.KL,D,20180503,0.11,0.11,0.11,0.11,2000,0
ASTINO BERHAD [S] (7162.KL),ASTINO.KL,D,20180503,0.79,0.79,0.785,0.785,199,0
ARMADA-C31,ARMADA-C31.KL,D,20180503,0.085,0.085,0.085,0.085,0,0
ASTRAL ASIA BERHAD [S] (7054.KL),AASIA.KL,D,20180503,0.185,0.185,0.185,0.185,0,0
ARMADA-C32,ARMADA-C32.KL,D,20180503,0.17,0.17,0.17,0.17,0,0
ASTRO MALAYSIA HOLDINGS BERHAD (6399.KL),ASTRO.KL,D,20180503,1.86,1.89,1.84,1.84,17615,0
ARMADA-C33,ARMADA-C33.KL,D,20180503,0.05,0.055,0.045,0.05,15808,0
AT SYSTEMATIZATION BERHAD [S] (0072.KL),AT.KL,D,20180503,0.075,0.085,0.075,0.08,22852,0
ARMADA-C34,ARMADA-C34.KL,D,20180503,0.065,0.065,0.065,0.065,10010,0
ATLAN HOLDINGS BHD. (7048.KL),ATLAN.KL,D,20180503,4.6,4.6,4.6,4.6,0,0
ARMADA-C35,ARMADA-C35.KL,D,20180503,0.085,0.085,0.085,0.085,10000,0
ATRIUM REAL ESTATE INVESTMENT TRUST,ATRIUM.KL,D,20180503,1.1,1.1,1.09,1.1,951,0
ARMADA-C36,ARMADA-C36.KL,D,20180503,0.05,0.05,0.05,0.05,5235,0
ATTA,ATTA.KL,D,20180503,0.85,0.85,0.845,0.85,1262,0
ARMADA-C37,ARMADA-C37.KL,D,20180503,0.08,0.085,0.08,0.08,5176,0
ATURMAJU RESOURCES BERHAD [S] (7181.KL),ATURMJU.KL,D,20180503,0.18,0.18,0.18,0.18,0,0
ARMADA-C38,ARMADA-C38.KL,D,20180503,0.03,0.03,0.03,0.03,0,0
AVILLION BERHAD [S] (8885.KL),AVI.KL,D,20180503,0.32,0.32,0.32,0.32,0,0
ASDION-WB,ASDION-WB.KL,D,20180503,0.15,0.15,0.135,0.145,68584,0
AWC BERHAD [S] (7579.KL),AWC.KL,D,20180503,0.735,0.75,0.73,0.75,6878,0
ASIAPAC-LC,ASIAPAC-LC.KL,D,20180503,0.83,0.83,0.83,0.83,0,0
AXIATA GROUP BERHAD [S] (6888.KL),AXIATA.KL,D,20180503,5.13,5.21,5.13,5.19,22495,0
ASIAPAC-WB,ASIAPAC-WB.KL,D,20180503,0.075,0.075,0.075,0.075,0,0
AXIS REAL ESTATE INVESTMENT TRUST [S] (5106.KL),AXREIT.KL,D,20180503,1.4,1.41,1.38,1.39,313,0
ASIAPLY-PA,ASIAPLY-PA.KL,D,20180503,0.045,0.045,0.045,0.045,300,0
AYER HOLDINGS BERHAD [S] (2305.KL),AYER.KL,D,20180503,5.75,5.75,5.75,5.75,0,0
ASIAPLY-WA,ASIAPLY-WA.KL,D,20180503,0.04,0.04,0.04,0.04,200,0
AYS VENTURES BERHAD [S] (5021.KL),AYS.KL,D,20180503,0.355,0.37,0.35,0.36,1418,0
ASIAPLY-WB,ASIAPLY-WB.KL,D,20180503,0.045,0.045,0.045,0.045,0,0
BARAKAH OFFSHORE PETROLEUM BERHAD [S] (7251.KL),BARAKAH.KL,D,20180503,0.23,0.23,0.195,0.195,84679,0
ASTRO-C5,ASTRO-C5.KL,D,20180503,0.005,0.005,0.005,0.005,0,0
BATU KAWAN BERHAD [S] (1899.KL),BKAWAN.KL,D,20180503,18,18.4,17.8,18.4,20,0
ASTRO-C6,ASTRO-C6.KL,D,20180503,0.005,0.005,0.005,0.005,0,0
BCB BERHAD (6602.KL),BCB.KL,D,20180503,0.395,0.395,0.395,0.395,0,0
ASTRO-C7,ASTRO-C7.KL,D,20180503,0.09,0.09,0.09,0.09,4,0
BCM ALLIANCE BERHAD (0187.KL),BCMALL.KL,D,20180503,0.14,0.14,0.14,0.14,340,0
ATTA-LA,ATTA-LA.KL,D,20180503,0.135,0.135,0.13,0.13,4684,0
BENALEC HOLDINGS BERHAD [S] (5190.KL),BENALEC.KL,D,20180503,0.295,0.295,0.295,0.295,0,0
ATTA-PA,ATTA-PA.KL,D,20180503,0.185,0.185,0.185,0.185,200,0
BERJAYA ASSETS BERHAD (3239.KL),BJASSET.KL,D,20180503,0.455,0.465,0.455,0.465,5873,0
ATTA-WB,ATTA-WB.KL,D,20180503,0.175,0.175,0.175,0.175,0,0
BERJAYA CORPORATION BERHAD (3395.KL),BJCORP.KL,D,20180503,0.305,0.315,0.305,0.31,89390,0
ATTA-WC,ATTA-WC.KL,D,20180503,0.165,0.165,0.165,0.165,0,0
BERJAYA FOOD BERHAD (5196.KL),BJFOOD.KL,D,20180503,1.65,1.65,1.64,1.64,295,0
AT-WA,AT-WA.KL,D,20180503,0.01,0.015,0.01,0.015,4886,0
BERJAYA LAND BERHAD (4219.KL),BJLAND.KL,D,20180503,0.34,0.355,0.335,0.355,42966,0
AT-WB,AT-WB.KL,D,20180503,0.025,0.025,0.025,0.025,0,0
BERJAYA MEDIA BERHAD (6025.KL),BJMEDIA.KL,D,20180503,0.21,0.21,0.21,0.21,0,0
AXIATA-C22,AXIATA-C22.KL,D,20180503,0.08,0.08,0.08,0.08,200,0
BERJAYA SPORTS TOTO BERHAD (1562.KL),BJTOTO.KL,D,20180503,2.1,2.1,2.08,2.09,4109,0
AXIATA-C23,AXIATA-C23.KL,D,20180503,0.04,0.04,0.04,0.04,500,0
BERMAZ AUTO BERHAD [S] (5248),BAUTO.KL,D,20180503,2.21,2.25,2.21,2.25,3925,0
AXIATA-C24,AXIATA-C24.KL,D,20180503,0.04,0.04,0.04,0.04,500,0
BERTAM ALLIANCE BERHAD [S] (9814.KL),BERTAM.KL,D,20180503,0.27,0.27,0.27,0.27,0,0
AXIATA-C25,AXIATA-C25.KL,D,20180503,0.065,0.065,0.065,0.065,4,0
B.I.G. INDUSTRIES BERHAD [S] (7005.KL),BIG.KL,D,20180503,0.3,0.32,0.265,0.32,512,0
AZRB-WA,AZRB-WA.KL,D,20180503,0.28,0.28,0.28,0.28,0,0
BIMB HOLDINGS BERHAD [S] (5258.KL),BIMB.KL,D,20180503,4,4.04,3.98,4.04,59,0
BAHVEST-WA,BAHVEST-WA.KL,D,20180503,0.82,0.825,0.815,0.82,3223,0
BINA DARULAMAN BERHAD [S] (6173.KL),BDB.KL,D,20180503,0.425,0.425,0.425,0.425,100,0
BARAKAH-LA,BARAKAH-LA.KL,D,20180503,0.22,0.22,0.22,0.22,100,0
BINA PURI HOLDINGS BHD (5932.KL),BPURI.KL,D,20180503,0.275,0.28,0.27,0.27,2482,0
BAT-CJ,BAT-CJ.KL,D,20180503,0.01,0.01,0.01,0.01,0,0
BINACOM,BINACOM.KL,D,20180503,0.395,0.395,0.39,0.395,1030,0
BAUTO-CT,BAUTO-CT.KL,D,20180503,0.135,0.135,0.135,0.135,0,0
BINTAI KINDEN CORPORATION BERHAD (6998.KL),BINTAI.KL,D,20180503,0.13,0.13,0.13,0.13,0,0
BAUTO-CU,BAUTO-CU.KL,D,20180503,0.07,0.07,0.07,0.07,0,0
BINTULU PORT HOLDINGS BERHAD [S] (5032.KL),BIPORT.KL,D,20180503,5.99,5.99,5.99,5.99,10,0
BAUTO-CV,BAUTO-CV.KL,D,20180503,0.065,0.065,0.065,0.065,2,0
BIO OSMO BERHAD [S] (7243.KL),BIOOSMO.KL,D,20180503,0.05,0.05,0.045,0.045,3850,0
BAUTO-CW,BAUTO-CW.KL,D,20180503,0.09,0.09,0.09,0.09,2,0
BIOALPHA HOLDINGS BERHAD [S] (0179.KL),BIOHLDG.KL,D,20180503,0.215,0.22,0.21,0.22,3461,0
BIMB-CW,BIMB-CW.KL,D,20180503,0.055,0.06,0.055,0.06,2000,0
BLD PLANTATION BHD. [S] (5069.KL),BLDPLNT.KL,D,20180503,8.01,8.01,8.01,8.01,0,0
BIMB-CX,BIMB-CX.KL,D,20180503,0.065,0.065,0.065,0.065,0,0
BOILERMECH HOLDINGS BERHAD [S] (0168.KL),BOILERM.KL,D,20180503,0.675,0.675,0.675,0.675,66,0
BIMB-CY,BIMB-CY.KL,D,20180503,0.1,0.1,0.1,0.1,0,0
BONIA CORPORATION BERHAD [S] (9288.KL),BONIA.KL,D,20180503,0.415,0.415,0.415,0.415,310,0
BIMB-WA,BIMB-WA.KL,D,20180503,0.215,0.215,0.215,0.215,451,0
BOON KOON GROUP BERHAD [S] (7187.KL),BKOON.KL,D,20180503,0.45,0.45,0.45,0.45,220,0
BINTAI-WA,BINTAI-WA.KL,D,20180503,0.095,0.095,0.095,0.095,1,0
BORNEO AQUA HARVEST BERHAD [S] (0098.KL),BAHVEST.KL,D,20180503,1.12,1.14,1.12,1.12,5565,0
BIOHLDG-WA,BIOHLDG-WA.KL,D,20180503,0.1,0.1,0.1,0.1,0,0
BORNEO OIL BERHAD (7036.KL),BORNOIL.KL,D,20180503,0.085,0.09,0.08,0.085,593602,0
BJCORP-C5,BJCORP-C5.KL,D,20180503,0.015,0.015,0.015,0.015,8106,0
BOUSTEAD HEAVY INDUSTRIES CORPORATION BHD [S] (8133.KL),BHIC.KL,D,20180503,1.86,1.86,1.86,1.86,0,0
BJCORP-C6,BJCORP-C6.KL,D,20180503,0.035,0.035,0.035,0.035,0,0
BOUSTEAD HOLDINGS BERHAD (2771.KL),BSTEAD.KL,D,20180503,2.56,2.57,2.55,2.56,4344,0
BJCORP-C7,BJCORP-C7.KL,D,20180503,0.01,0.015,0.01,0.015,12702,0
BOUSTEAD PLANTATIONS BERHAD (5254.KL),BPLANT.KL,D,20180503,1.26,1.27,1.25,1.27,6206,0
BJCORP-C8,BJCORP-C8.KL,D,20180503,0.02,0.025,0.02,0.025,5502,0
BOX-PAK (MALAYSIA) BHD,BOXPAK.KL,D,20180503,1.09,1.09,1.09,1.09,0,0
BJCORP-LD,BJCORP-LD.KL,D,20180503,0.4,0.4,0.395,0.4,13999,0
BP PLASTICS HOLDING BHD [S] (5100.KL),BPPLAS.KL,D,20180503,0.92,0.92,0.91,0.91,195,0
BJCORP-LE,BJCORP-LE.KL,D,20180503,0.4,0.4,0.4,0.4,0,0
BRAHIM'S HOLDINGS BERHAD [S] (9474.KL),BRAHIMS.KL,D,20180503,0.29,0.3,0.285,0.29,3204,0
BJCORP-WB,BJCORP-WB.KL,D,20180503,0.075,0.08,0.075,0.08,2001,0
BREM HOLDING BERHAD (8761.KL),BREM.KL,D,20180503,0.85,0.85,0.845,0.85,417,0
BJCORP-WC,BJCORP-WC.KL,D,20180503,0.095,0.1,0.095,0.1,12791,0
BRIGHT PACKAGING INDUSTRY BERHAD (9938.KL),BRIGHT.KL,D,20180503,0.19,0.19,0.185,0.19,2249,0
BKOON-WA,BKOON-WA.KL,D,20180503,0.25,0.25,0.25,0.25,0,0
BRITE-TECH BHD,BTECH.KL,D,20180503,0.25,0.25,0.25,0.25,50,0
BORNOIL-WC,BORNOIL-WC.KL,D,20180503,0.035,0.035,0.035,0.035,14954,0
BRITISH AMERICAN TOBACCO (MALAYSIA) BERHAD (4162.KL),BAT.KL,D,20180503,23.5,24.28,23.5,23.58,1492,0
BORNOIL-WD,BORNOIL-WD.KL,D,20180503,0.04,0.04,0.04,0.04,64475,0
BSL CORPORATION BERHAD [S] (7221.KL),BSLCORP.KL,D,20180503,0.51,0.51,0.51,0.51,0,0
BOXPAK-WA,BOXPAK-WA.KL,D,20180503,0.21,0.21,0.21,0.21,0,0
BTM RESOURCES BERHAD [S] (7188.KL),BTM.KL,D,20180503,0.15,0.15,0.15,0.15,0,0
BRIGHT-WB,BRIGHT-WB.KL,D,20180503,0.035,0.035,0.035,0.035,725,0
BUMI ARMADA BERHAD(5210.KL),ARMADA.KL,D,20180503,0.835,0.84,0.82,0.83,15741,0
BSTEAD-CM,BSTEAD-CM.KL,D,20180503,0.06,0.06,0.06,0.06,0,0
BURSA MALAYSIA BERHAD (1818.KL),BURSA.KL,D,20180503,7.23,7.25,7.2,7.21,1873,0
BTM RESOURCES WA,BTM-WA.KL,D,20180503,0.045,0.045,0.045,0.045,0,0
C.I. HOLDINGS BERHAD (2828.KL),CIHLDG.KL,D,20180503,1.96,1.96,1.94,1.94,412,0
BTM-WB,BTM-WB.KL,D,20180503,0.065,0.065,0.065,0.065,0,0
CAB CAKARAN CORPORATION BERHAD [S] (7174.KL),CAB.KL,D,20180503,0.84,0.84,0.835,0.84,906,0
BURSA-C14,BURSA-C14.KL,D,20180503,0.17,0.17,0.165,0.165,1702,0
CABNET,CABNET.KL,D,20180503,0.6,0.6,0.6,0.6,0,0
BURSA-C15,BURSA-C15.KL,D,20180503,0.15,0.15,0.15,0.15,0,0
CAELY HOLDINGS BHD [S] (7154.KL),CAELY.KL,D,20180503,0.9,0.9,0.84,0.85,10685,0
BURSA-C16,BURSA-C16.KL,D,20180503,0.105,0.105,0.105,0.105,200,0
CAHYA MATA SARAWAK BERHAD [S] (2852.KL),CMSB.KL,D,20180503,4.1,4.17,4.06,4.07,5960,0
CAB-WA,CAB-WA.KL,D,20180503,0.68,0.68,0.68,0.68,0,0
CAM RESOURCES BERHAD [S] (7128.KL),CAMRES.KL,D,20180503,0.325,0.325,0.325,0.325,0,0
CAELY-WA,CAELY-WA.KL,D,20180503,0.545,0.555,0.51,0.525,10874,0
CAN-ONE BHD,CANONE.KL,D,20180503,2.49,2.49,2.49,2.49,70,0
CBIP-WA,CBIP-WA.KL,D,20180503,0.1,0.1,0.1,0.1,0,0
CAPITAMALLS MALAYSIA TRUST (5180.KL),CMMT.KL,D,20180503,1.15,1.16,1.15,1.16,794,0
CENSOF-WB,CENSOF-WB.KL,D,20180503,0.05,0.055,0.05,0.055,2635,0
CAREPLUS GROUP BERHAD [S] (0163.KL),CAREPLS.KL,D,20180503,0.225,0.24,0.225,0.23,991,0
CIMB-C26,CIMB-C26.KL,D,20180503,0.085,0.085,0.085,0.085,0,0
CARIMIN PETROLEUM BERHAD [S] (5257.KL),CARIMIN.KL,D,20180503,0.315,0.315,0.305,0.305,1761,0
CIMB-C28,CIMB-C28.KL,D,20180503,0.32,0.32,0.32,0.32,0,0
CARING PHARMACY GROUP BERHAD (5245.KL),CARING.KL,D,20180503,1.62,1.62,1.62,1.62,0,0
CIMB-C29,CIMB-C29.KL,D,20180503,0.125,0.125,0.125,0.125,608,0
CARLSBERG BREWERY MALAYSIA BERHAD (2836.KL),CARLSBG.KL,D,20180503,18.56,18.6,18.4,18.56,977,0
CIMB-C30,CIMB-C30.KL,D,20180503,0.21,0.215,0.21,0.215,500,0
CB INDUSTRIAL PRODUCT HOLDING BERHAD [S] (7076.KL),CBIP.KL,D,20180503,1.48,1.48,1.46,1.47,261,0
CIMB-C31,CIMB-C31.KL,D,20180503,0.12,0.13,0.115,0.125,5184,0
CCK CONSOLIDATED HOLDINGS BERHAD [S] (7035.KL),CCK.KL,D,20180503,1.45,1.47,1.45,1.46,7553,0
