NAME,TICKER,PER,DATE,OPEN,HIGH,LOW,CLOSE,VOL,OPENINT
AAX-C11,AAX-C11.KL,D,20180502,0.04,0.04,0.04,0.04,1000,0
ADVANCED PACKAGING TECHNOLOGY (M) BHD (9148.KL),ADVPKG.KL,D,20180502,1.92,1.92,1.92,1.92,0,0
AAX-C13,AAX-C13.KL,D,20180502,0.055,0.055,0.055,0.055,0,0
ADVENTA BERHAD [S] (7191.KL),ADVENTA.KL,D,20180502,0.52,0.565,0.52,0.565,87,0
AAX-C14,AAX-C14.KL,D,20180502,0.055,0.055,0.055,0.055,0,0
AE MULTI HOLDINGS BERHAD (7146.KL),AEM.KL,D,20180502,0.145,0.15,0.145,0.15,9588,0
AAX-C15,AAX-C15.KL,D,20180502,0.045,0.045,0.045,0.045,0,0
AEMULUS,AEMULUS.KL,D,20180502,0.335,0.34,0.33,0.34,4145,0
AAX-C16,AAX-C16.KL,D,20180502,0.075,0.075,0.075,0.075,0,0
AEON CO. (M) BHD [S] (6599.KL),AEON.KL,D,20180502,2.02,2.05,1.99,2.02,27410,0
AAX-C17,AAX-C17.KL,D,20180502,0.065,0.065,0.065,0.065,500,0
AEON CREDIT SERVICE (M) BERHAD (5139.KL),AEONCR.KL,D,20180502,13,13,12.76,12.82,2937,0
AAX-WA,AAX-WA.KL,D,20180502,0.16,0.16,0.155,0.16,2036,0
AFFIN HOLDINGS BERHAD (5185.KL),AFFIN.KL,D,20180502,2.52,2.53,2.51,2.53,2214,0
ABMB-CU,ABMB-CU.KL,D,20180502,0.1,0.1,0.1,0.1,0,0
AHB HOLDINGS BERHAD [S] (7315.KL),AHB.KL,D,20180502,0.2,0.2,0.19,0.2,812,0
ABMB-CV,ABMB-CV.KL,D,20180502,0.07,0.07,0.07,0.07,4,0
AHMAD ZAKI RESOURCES BERHAD [S] (7078.KL),AZRB.KL,D,20180502,0.735,0.735,0.735,0.735,600,0
ABMB-CW,ABMB-CW.KL,D,20180502,0.095,0.095,0.095,0.095,0,0
AIRASIA BERHAD (5099.KL),AIRASIA.KL,D,20180502,3.84,3.88,3.76,3.83,80497,0
ACCSOFT-WA,ACCSOFT-WA.KL,D,20180502,0.095,0.095,0.095,0.095,0,0
AIRASIA X BERHAD (5238.KL),AAX.KL,D,20180502,0.38,0.385,0.375,0.385,89216,0
AEM-WA,AEM-WA.KL,D,20180502,0.045,0.055,0.045,0.05,9085,0
AJINOMOTO (MALAYSIA) BERHAD [S] (2658.KL),AJI.KL,D,20180502,22,22,22,22,0,0
AEONCR-LA,AEONCR-LA.KL,D,20180502,1.18,1.18,1.13,1.13,34,0
AJIYA BERHAD [S] (7609.KL),AJIYA.KL,D,20180502,0.5,0.5,0.5,0.5,1276,0
AHB-WB,AHB-WB.KL,D,20180502,0.07,0.07,0.07,0.07,0,0
ALAM MARITIM RESOURCES,ALAM.KL,D,20180502,0.13,0.14,0.13,0.135,7415,0
AIRASIAC58,AIRASIAC58.KL,D,20180502,0.12,0.12,0.12,0.12,0,0
AL-AQAR KPJ REIT,ALAQAR.KL,D,20180502,1.29,1.29,1.19,1.19,325,0
AIRASIAC59,AIRASIAC59.KL,D,20180502,0.175,0.185,0.175,0.185,7500,0
ALLIANCE BANK MALAYSIA BERHAD (2488.KL),ABMB.KL,D,20180502,4.31,4.32,4.18,4.18,19491,0
AIRASIAC60,AIRASIAC60.KL,D,20180502,0.2,0.205,0.185,0.205,56628,0
ALLIANZ MALAYSIA BERHAD (1163.KL),ALLIANZ.KL,D,20180502,11.5,11.78,11.4,11.4,233,0
AIRASIAC61,AIRASIAC61.KL,D,20180502,0.26,0.265,0.245,0.26,15460,0
ALLIANZ GENERAL INSURANCE MALAYSIA BHD -PA,ALLIANZ-PA.KL,D,20180502,11.7,11.7,11.7,11.7,0,0
AIRPORT-CV,AIRPORT-CV.KL,D,20180502,0.035,0.035,0.035,0.035,0,0
ALSREIT,ALSREIT.KL,D,20180502,0.86,0.86,0.84,0.84,112,0
AIRPORT-CW,AIRPORT-CW.KL,D,20180502,0.16,0.16,0.16,0.16,0,0
ALUMINIUM COMPANY OF MALAYSIA BERHAD [S] (2674.KL),ALCOM.KL,D,20180502,0.78,0.78,0.725,0.78,270,0
AIRPORT-CX,AIRPORT-CX.KL,D,20180502,0.14,0.14,0.14,0.14,0,0
AMALGAMATED INDUSTRIAL STEEL BERHAD [S] (2682.KL),AISB.KL,D,20180502,0.3,0.3,0.3,0.3,0,0
AIRPORT-CY,AIRPORT-CY.KL,D,20180502,0.12,0.12,0.12,0.12,0,0
AMANAH HARTA TANAH PNB (4952.KL),AHP.KL,D,20180502,0.73,0.73,0.73,0.73,0,0
AIRPORT-CZ,AIRPORT-CZ.KL,D,20180502,0.115,0.115,0.115,0.115,0,0
AMANAHRAYA REAL ESTATE INVESTMENT TRUST (5127.KL),ARREIT.KL,D,20180502,0.86,0.86,0.84,0.84,127,0
AJIYA-WA,AJIYA-WA.KL,D,20180502,0.11,0.115,0.105,0.115,801,0
AMCORP PROPERTIES BERHAD [S] (1007.KL),AMPROP.KL,D,20180502,0.65,0.65,0.65,0.65,74,0
AMBANK-C1,AMBANK-C1.KL,D,20180502,0.005,0.005,0.005,0.005,0,0
AMFIRST REAL ESTATE INVESTMENT TRUST (5120.KL),AMFIRST.KL,D,20180502,0.6,0.61,0.6,0.605,1232,0
AMBANK-C4,AMBANK-C4.KL,D,20180502,0.015,0.025,0.015,0.025,2001,0
AMMB HOLDINGS BHD (1015.KL),AMBANK.KL,D,20180502,3.88,3.9,3.76,3.8,45546,0
AMBANK-C5,AMBANK-C5.KL,D,20180502,0.04,0.04,0.04,0.04,305,0
AMTEK HOLDINGS BERHAD [S] (7051.KL),AMTEK.KL,D,20180502,0.29,0.29,0.29,0.29,0,0
AMBANK-C6,AMBANK-C6.KL,D,20180502,0.01,0.01,0.01,0.01,0,0
AMTEL HOLDINGS BERHAD (7031.KL),AMTEL.KL,D,20180502,0.68,0.68,0.68,0.68,0,0
AMBANK-C7,AMBANK-C7.KL,D,20180502,0.025,0.025,0.025,0.025,0,0
AMVERTON BERHAD [S] (5959.KL),AMVERTON.KL,D,20180502,1,1,1,1,0,0
AMBANK-C8,AMBANK-C8.KL,D,20180502,0.07,0.075,0.07,0.075,20,0
AMWAY (MALAYSIA) HOLDINGS BERHAD [S] (6351.KL),AMWAY.KL,D,20180502,7.6,7.63,7.6,7.63,134,0
AMBANK-C9,AMBANK-C9.KL,D,20180502,0.13,0.135,0.125,0.135,32000,0
ANALABS RESOURCES BERHAD [S] (7083.KL),ANALABS.KL,D,20180502,2.07,2.07,2.07,2.07,200,0
AMPROP-PA,AMPROP-PA.KL,D,20180502,0.31,0.31,0.31,0.31,34,0
ANCOM BERHAD (4758.KL),ANCOM.KL,D,20180502,0.575,0.575,0.545,0.56,11942,0
AMPROP-PB,AMPROP-PB.KL,D,20180502,0.645,0.645,0.645,0.645,0,0
ANCOM LOGISTICS BERHAD [S] (0048.KL),ANCOMLB.KL,D,20180502,0.09,0.09,0.09,0.09,950,0
ANNJOO-CF,ANNJOO-CF.KL,D,20180502,0.005,0.005,0.005,0.005,0,0
ANN JOO RESOURCES BERHAD (6556.KL),ANNJOO.KL,D,20180502,2.95,2.95,2.89,2.9,4148,0
ANNJOO-CG,ANNJOO-CG.KL,D,20180502,0.005,0.005,0.005,0.005,0,0
ANZO,ANZO.KL,D,20180502,0.06,0.06,0.05,0.06,41541,0
ANNJOO-CH,ANNJOO-CH.KL,D,20180502,0.015,0.015,0.015,0.015,8400,0
APB RESOURCES BERHAD [S] (5568.KL),APB.KL,D,20180502,0.82,0.82,0.82,0.82,0,0
ANNJOO-CI,ANNJOO-CI.KL,D,20180502,0.025,0.025,0.025,0.025,0,0
APEX EQUITY HOLDINGS BERHAD (5088.KL),APEX.KL,D,20180502,1.01,1.01,0.985,0.985,121,0
ANNJOO-CJ,ANNJOO-CJ.KL,D,20180502,0.025,0.025,0.025,0.025,0,0
APEX HEALTHCARE BERHAD [S] (7090.KL),AHEALTH.KL,D,20180502,5.7,5.7,5.62,5.62,58,0
ANNJOO-CK,ANNJOO-CK.KL,D,20180502,0.05,0.05,0.05,0.05,0,0
APFT BERHAD [S] (5194.KL),APFT.KL,D,20180502,0.01,0.01,0.01,0.01,8600,0
ANNJOO-CL,ANNJOO-CL.KL,D,20180502,0.03,0.03,0.03,0.03,2100,0
APM AUTOMOTIVE HOLDINGS BERHAD [S] (5015.KL),APM.KL,D,20180502,3.38,3.38,3.33,3.35,190,0
ANNJOO-CM,ANNJOO-CM.KL,D,20180502,0.055,0.055,0.055,0.055,990,0
APOLLO FOOD HOLDINGS BERHAD [S] (6432.KL),APOLLO.KL,D,20180502,3.88,3.88,3.88,3.88,21,0
ANNJOO-CN,ANNJOO-CN.KL,D,20180502,0.075,0.075,0.075,0.075,133,0
APPASIA BERHAD [S] (0119.KL),APPASIA.KL,D,20180502,0.27,0.27,0.26,0.265,788,0
ANNJOO-CO,ANNJOO-CO.KL,D,20180502,0.11,0.11,0.11,0.11,0,0
A-RANK BHD,ARANK.KL,D,20180502,0.725,0.74,0.72,0.74,4216,0
ANNJOO-PA,ANNJOO-PA.KL,D,20180502,1.63,1.63,1.63,1.63,23,0
ARK RESOURCES BERHAD [S] (7007.KL),ARK.KL,D,20180502,0.31,0.31,0.31,0.31,0,0
ANZO-WA,ANZO-WA.KL,D,20180502,0.015,0.015,0.015,0.015,0,0
ASDION BERHAD [S] (0068.KL),ASDION.KL,D,20180502,0.48,0.5,0.46,0.465,173498,0
ANZO-WB,ANZO-WB.KL,D,20180502,0.03,0.03,0.03,0.03,0,0
ASIA BRANDS BERHAD (7722.KL),ASIABRN.KL,D,20180502,0.86,0.86,0.86,0.86,0,0
ANZO-WC,ANZO-WC.KL,D,20180502,0.02,0.025,0.02,0.025,6,0
ASIA FILE CORPORATION BHD [S] (7129.KL),ASIAFLE.KL,D,20180502,2.74,2.74,2.66,2.66,1211,0
APFT-WA,APFT-WA.KL,D,20180502,0.005,0.005,0.005,0.005,0,0
ASIA KNIGHT BERHAD (9954.KL),AKNIGHT.KL,D,20180502,0.125,0.14,0.125,0.13,4711,0
APPASIA-WA,APPASIA-WA.KL,D,20180502,0.17,0.17,0.17,0.17,0,0
ASIA MEDIA GROUP BERHAD [S] (0159.KL),AMEDIA.KL,D,20180502,0.085,0.085,0.085,0.085,5956,0
ARK-WB,ARK-WB.KL,D,20180502,0.09,0.09,0.09,0.09,0,0
ASIA POLY HOLDINGS BERHAD [S] (0105.KL),ASIAPLY.KL,D,20180502,0.095,0.095,0.09,0.095,6646,0
ARMADA-C29,ARMADA-C29.KL,D,20180502,0.135,0.135,0.135,0.135,0,0
ASIAN PAC HOLDINGS BERHAD [S] (4057.KL),ASIAPAC.KL,D,20180502,0.14,0.14,0.14,0.14,3944,0
ARMADA-C30,ARMADA-C30.KL,D,20180502,0.11,0.11,0.1,0.11,5102,0
ASTINO BERHAD [S] (7162.KL),ASTINO.KL,D,20180502,0.78,0.785,0.78,0.785,633,0
ARMADA-C31,ARMADA-C31.KL,D,20180502,0.085,0.085,0.085,0.085,200,0
ASTRAL ASIA BERHAD [S] (7054.KL),AASIA.KL,D,20180502,0.185,0.185,0.185,0.185,100,0
ARMADA-C32,ARMADA-C32.KL,D,20180502,0.17,0.17,0.17,0.17,0,0
ASTRO MALAYSIA HOLDINGS BERHAD (6399.KL),ASTRO.KL,D,20180502,1.91,1.91,1.82,1.83,26347,0
ARMADA-C33,ARMADA-C33.KL,D,20180502,0.045,0.05,0.045,0.05,29820,0
AT SYSTEMATIZATION BERHAD [S] (0072.KL),AT.KL,D,20180502,0.08,0.08,0.08,0.08,666,0
ARMADA-C34,ARMADA-C34.KL,D,20180502,0.06,0.06,0.06,0.06,0,0
ATLAN HOLDINGS BHD. (7048.KL),ATLAN.KL,D,20180502,4.6,4.6,4.6,4.6,0,0
ARMADA-C35,ARMADA-C35.KL,D,20180502,0.085,0.09,0.08,0.09,4000,0
ATRIUM REAL ESTATE INVESTMENT TRUST,ATRIUM.KL,D,20180502,1.1,1.1,1.1,1.1,257,0
ARMADA-C36,ARMADA-C36.KL,D,20180502,0.045,0.05,0.045,0.05,3200,0
ATTA,ATTA.KL,D,20180502,0.81,0.84,0.81,0.84,15,0
ARMADA-C37,ARMADA-C37.KL,D,20180502,0.08,0.08,0.08,0.08,2000,0
ATURMAJU RESOURCES BERHAD [S] (7181.KL),ATURMJU.KL,D,20180502,0.18,0.18,0.18,0.18,0,0
ARMADA-C38,ARMADA-C38.KL,D,20180502,0.03,0.03,0.03,0.03,1200,0
AVILLION BERHAD [S] (8885.KL),AVI.KL,D,20180502,0.32,0.32,0.32,0.32,0,0
ASDION-WB,ASDION-WB.KL,D,20180502,0.155,0.17,0.14,0.145,225626,0
AWC BERHAD [S] (7579.KL),AWC.KL,D,20180502,0.73,0.735,0.72,0.735,1902,0
ASIAPAC-LC,ASIAPAC-LC.KL,D,20180502,0.83,0.83,0.83,0.83,0,0
AXIATA GROUP BERHAD [S] (6888.KL),AXIATA.KL,D,20180502,5.24,5.31,5.12,5.18,47338,0
ASIAPAC-WB,ASIAPAC-WB.KL,D,20180502,0.075,0.075,0.075,0.075,0,0
AXIS REAL ESTATE INVESTMENT TRUST [S] (5106.KL),AXREIT.KL,D,20180502,1.38,1.41,1.38,1.41,3869,0
ASIAPLY-PA,ASIAPLY-PA.KL,D,20180502,0.045,0.045,0.045,0.045,5455,0
AYER HOLDINGS BERHAD [S] (2305.KL),AYER.KL,D,20180502,5.8,5.8,5.8,5.8,10,0
ASIAPLY-WA,ASIAPLY-WA.KL,D,20180502,0.04,0.04,0.04,0.04,0,0
AYS VENTURES BERHAD [S] (5021.KL),AYS.KL,D,20180502,0.365,0.365,0.355,0.365,478,0
ASIAPLY-WB,ASIAPLY-WB.KL,D,20180502,0.045,0.045,0.045,0.045,0,0
BARAKAH OFFSHORE PETROLEUM BERHAD [S] (7251.KL),BARAKAH.KL,D,20180502,0.23,0.24,0.23,0.24,6052,0
ASTRO-C5,ASTRO-C5.KL,D,20180502,0.005,0.005,0.005,0.005,0,0
BATU KAWAN BERHAD [S] (1899.KL),BKAWAN.KL,D,20180502,18.22,18.5,18.2,18.5,37,0
ASTRO-C6,ASTRO-C6.KL,D,20180502,0.005,0.005,0.005,0.005,0,0
BCB BERHAD (6602.KL),BCB.KL,D,20180502,0.395,0.395,0.395,0.395,0,0
ASTRO-C7,ASTRO-C7.KL,D,20180502,0.085,0.085,0.085,0.085,4,0
BCM ALLIANCE BERHAD (0187.KL),BCMALL.KL,D,20180502,0.145,0.145,0.145,0.145,100,0
ATTA-LA,ATTA-LA.KL,D,20180502,0.135,0.135,0.13,0.13,4479,0
BENALEC HOLDINGS BERHAD [S] (5190.KL),BENALEC.KL,D,20180502,0.295,0.295,0.29,0.295,1475,0
ATTA-PA,ATTA-PA.KL,D,20180502,0.195,0.195,0.19,0.19,1700,0
BERJAYA ASSETS BERHAD (3239.KL),BJASSET.KL,D,20180502,0.45,0.47,0.45,0.455,14110,0
ATTA-WB,ATTA-WB.KL,D,20180502,0.175,0.175,0.175,0.175,0,0
BERJAYA CORPORATION BERHAD (3395.KL),BJCORP.KL,D,20180502,0.295,0.31,0.29,0.305,107956,0
ATTA-WC,ATTA-WC.KL,D,20180502,0.165,0.165,0.165,0.165,0,0
BERJAYA FOOD BERHAD (5196.KL),BJFOOD.KL,D,20180502,1.72,1.72,1.63,1.65,841,0
AT-WA,AT-WA.KL,D,20180502,0.01,0.01,0.01,0.01,0,0
BERJAYA LAND BERHAD (4219.KL),BJLAND.KL,D,20180502,0.32,0.34,0.31,0.34,52368,0
AT-WB,AT-WB.KL,D,20180502,0.025,0.025,0.025,0.025,0,0
BERJAYA MEDIA BERHAD (6025.KL),BJMEDIA.KL,D,20180502,0.21,0.21,0.21,0.21,0,0
AXIATA-C22,AXIATA-C22.KL,D,20180502,0.08,0.08,0.08,0.08,800,0
BERJAYA SPORTS TOTO BERHAD (1562.KL),BJTOTO.KL,D,20180502,2.1,2.11,2.09,2.11,2060,0
AXIATA-C23,AXIATA-C23.KL,D,20180502,0.04,0.05,0.04,0.045,11802,0
BERMAZ AUTO BERHAD [S] (5248),BAUTO.KL,D,20180502,2.21,2.22,2.17,2.22,10740,0
AXIATA-C24,AXIATA-C24.KL,D,20180502,0.045,0.05,0.045,0.05,1000,0
BERTAM ALLIANCE BERHAD [S] (9814.KL),BERTAM.KL,D,20180502,0.24,0.27,0.24,0.27,710,0
AXIATA-C25,AXIATA-C25.KL,D,20180502,0.065,0.07,0.065,0.07,16,0
B.I.G. INDUSTRIES BERHAD [S] (7005.KL),BIG.KL,D,20180502,0.305,0.31,0.305,0.31,564,0
AZRB-WA,AZRB-WA.KL,D,20180502,0.28,0.28,0.28,0.28,0,0
BIMB HOLDINGS BERHAD [S] (5258.KL),BIMB.KL,D,20180502,4.1,4.1,3.93,4,1322,0
BAHVEST-WA,BAHVEST-WA.KL,D,20180502,0.845,0.845,0.815,0.83,14163,0
BINA DARULAMAN BERHAD [S] (6173.KL),BDB.KL,D,20180502,0.425,0.425,0.425,0.425,100,0
BARAKAH-LA,BARAKAH-LA.KL,D,20180502,0.225,0.225,0.225,0.225,0,0
BINA PURI HOLDINGS BHD (5932.KL),BPURI.KL,D,20180502,0.28,0.28,0.275,0.275,10753,0
BAT-CJ,BAT-CJ.KL,D,20180502,0.005,0.01,0.005,0.01,2744,0
BINACOM,BINACOM.KL,D,20180502,0.405,0.405,0.395,0.4,2832,0
BAUTO-CT,BAUTO-CT.KL,D,20180502,0.135,0.135,0.135,0.135,0,0
BINTAI KINDEN CORPORATION BERHAD (6998.KL),BINTAI.KL,D,20180502,0.135,0.145,0.13,0.13,190,0
BAUTO-CU,BAUTO-CU.KL,D,20180502,0.07,0.07,0.07,0.07,0,0
BINTULU PORT HOLDINGS BERHAD [S] (5032.KL),BIPORT.KL,D,20180502,5.93,5.95,5.93,5.95,16,0
BAUTO-CV,BAUTO-CV.KL,D,20180502,0.07,0.07,0.07,0.07,0,0
BIO OSMO BERHAD [S] (7243.KL),BIOOSMO.KL,D,20180502,0.05,0.05,0.045,0.045,4097,0
BAUTO-CW,BAUTO-CW.KL,D,20180502,0.095,0.095,0.095,0.095,0,0
BIOALPHA HOLDINGS BERHAD [S] (0179.KL),BIOHLDG.KL,D,20180502,0.215,0.22,0.21,0.215,11690,0
BIMB-CW,BIMB-CW.KL,D,20180502,0.07,0.07,0.05,0.06,7049,0
BLD PLANTATION BHD. [S] (5069.KL),BLDPLNT.KL,D,20180502,8.01,8.01,8.01,8.01,0,0
BIMB-CX,BIMB-CX.KL,D,20180502,0.065,0.065,0.065,0.065,0,0
BOILERMECH HOLDINGS BERHAD [S] (0168.KL),BOILERM.KL,D,20180502,0.675,0.68,0.67,0.68,640,0
BIMB-CY,BIMB-CY.KL,D,20180502,0.1,0.1,0.1,0.1,0,0
BONIA CORPORATION BERHAD [S] (9288.KL),BONIA.KL,D,20180502,0.405,0.415,0.405,0.415,281,0
BIMB-WA,BIMB-WA.KL,D,20180502,0.23,0.23,0.215,0.215,750,0
BOON KOON GROUP BERHAD [S] (7187.KL),BKOON.KL,D,20180502,0.45,0.45,0.45,0.45,3723,0
BINTAI-WA,BINTAI-WA.KL,D,20180502,0.09,0.09,0.09,0.09,1,0
BORNEO AQUA HARVEST BERHAD [S] (0098.KL),BAHVEST.KL,D,20180502,1.16,1.16,1.1,1.15,7999,0
BIOHLDG-WA,BIOHLDG-WA.KL,D,20180502,0.1,0.1,0.1,0.1,2150,0
BORNEO OIL BERHAD (7036.KL),BORNOIL.KL,D,20180502,0.09,0.09,0.08,0.085,463570,0
BJCORP-C5,BJCORP-C5.KL,D,20180502,0.015,0.015,0.015,0.015,2000,0
BOUSTEAD HEAVY INDUSTRIES CORPORATION BHD [S] (8133.KL),BHIC.KL,D,20180502,1.86,1.86,1.86,1.86,0,0
BJCORP-C6,BJCORP-C6.KL,D,20180502,0.035,0.035,0.035,0.035,0,0
BOUSTEAD HOLDINGS BERHAD (2771.KL),BSTEAD.KL,D,20180502,2.57,2.57,2.56,2.57,1822,0
BJCORP-C7,BJCORP-C7.KL,D,20180502,0.01,0.01,0.005,0.01,4419,0
BOUSTEAD PLANTATIONS BERHAD (5254.KL),BPLANT.KL,D,20180502,1.25,1.26,1.23,1.26,17570,0
BJCORP-C8,BJCORP-C8.KL,D,20180502,0.02,0.02,0.02,0.02,5500,0
BOX-PAK (MALAYSIA) BHD,BOXPAK.KL,D,20180502,1.09,1.09,1.09,1.09,0,0
BJCORP-LD,BJCORP-LD.KL,D,20180502,0.4,0.4,0.395,0.4,7700,0
BP PLASTICS HOLDING BHD [S] (5100.KL),BPPLAS.KL,D,20180502,0.91,0.92,0.91,0.91,690,0
BJCORP-LE,BJCORP-LE.KL,D,20180502,0.4,0.4,0.4,0.4,0,0
BRAHIM'S HOLDINGS BERHAD [S] (9474.KL),BRAHIMS.KL,D,20180502,0.305,0.305,0.29,0.295,6217,0
BJCORP-WB,BJCORP-WB.KL,D,20180502,0.075,0.075,0.075,0.075,3300,0
BREM HOLDING BERHAD (8761.KL),BREM.KL,D,20180502,0.85,0.85,0.85,0.85,580,0
BJCORP-WC,BJCORP-WC.KL,D,20180502,0.095,0.095,0.095,0.095,15099,0
BRIGHT PACKAGING INDUSTRY BERHAD (9938.KL),BRIGHT.KL,D,20180502,0.19,0.19,0.19,0.19,150,0
BKOON-WA,BKOON-WA.KL,D,20180502,0.25,0.25,0.25,0.25,0,0
BRITE-TECH BHD,BTECH.KL,D,20180502,0.26,0.26,0.26,0.26,0,0
BORNOIL-WC,BORNOIL-WC.KL,D,20180502,0.035,0.035,0.03,0.035,148751,0
BRITISH AMERICAN TOBACCO (MALAYSIA) BERHAD (4162.KL),BAT.KL,D,20180502,24.5,24.54,23.48,23.78,5903,0
BORNOIL-WD,BORNOIL-WD.KL,D,20180502,0.04,0.04,0.035,0.04,47474,0
BSL CORPORATION BERHAD [S] (7221.KL),BSLCORP.KL,D,20180502,0.51,0.51,0.51,0.51,0,0
BOXPAK-WA,BOXPAK-WA.KL,D,20180502,0.21,0.21,0.21,0.21,0,0
BTM RESOURCES BERHAD [S] (7188.KL),BTM.KL,D,20180502,0.15,0.15,0.15,0.15,800,0
BRIGHT-WB,BRIGHT-WB.KL,D,20180502,0.035,0.035,0.035,0.035,0,0
BUMI ARMADA BERHAD(5210.KL),ARMADA.KL,D,20180502,0.835,0.84,0.81,0.83,30262,0
BSTEAD-CM,BSTEAD-CM.KL,D,20180502,0.06,0.06,0.06,0.06,0,0
BURSA MALAYSIA BERHAD (1818.KL),BURSA.KL,D,20180502,7.21,7.27,7.18,7.2,3278,0
BTM RESOURCES WA,BTM-WA.KL,D,20180502,0.03,0.045,0.03,0.045,1001,0
C.I. HOLDINGS BERHAD (2828.KL),CIHLDG.KL,D,20180502,1.96,1.96,1.96,1.96,0,0
BTM-WB,BTM-WB.KL,D,20180502,0.065,0.065,0.065,0.065,0,0
CAB CAKARAN CORPORATION BERHAD [S] (7174.KL),CAB.KL,D,20180502,0.845,0.845,0.83,0.84,2295,0
BURSA-C14,BURSA-C14.KL,D,20180502,0.165,0.17,0.165,0.17,272,0
CABNET,CABNET.KL,D,20180502,0.6,0.6,0.6,0.6,1,0
BURSA-C15,BURSA-C15.KL,D,20180502,0.15,0.15,0.15,0.15,0,0
CAELY HOLDINGS BHD [S] (7154.KL),CAELY.KL,D,20180502,0.91,0.92,0.87,0.895,10080,0
BURSA-C16,BURSA-C16.KL,D,20180502,0.115,0.115,0.115,0.115,0,0
CAHYA MATA SARAWAK BERHAD [S] (2852.KL),CMSB.KL,D,20180502,4.08,4.2,4.02,4.2,7080,0
CAB-WA,CAB-WA.KL,D,20180502,0.68,0.68,0.68,0.68,100,0
CAM RESOURCES BERHAD [S] (7128.KL),CAMRES.KL,D,20180502,0.325,0.325,0.325,0.325,0,0
CAELY-WA,CAELY-WA.KL,D,20180502,0.57,0.575,0.555,0.555,7195,0
CAN-ONE BHD,CANONE.KL,D,20180502,2.52,2.52,2.49,2.51,595,0
CBIP-WA,CBIP-WA.KL,D,20180502,0.1,0.1,0.1,0.1,0,0
CAPITAMALLS MALAYSIA TRUST (5180.KL),CMMT.KL,D,20180502,1.15,1.2,1.13,1.17,19403,0
CENSOF-WB,CENSOF-WB.KL,D,20180502,0.06,0.06,0.05,0.05,1725,0
CAREPLUS GROUP BERHAD [S] (0163.KL),CAREPLS.KL,D,20180502,0.235,0.235,0.22,0.22,6400,0
CIMB-C26,CIMB-C26.KL,D,20180502,0.085,0.085,0.085,0.085,0,0
CARIMIN PETROLEUM BERHAD [S] (5257.KL),CARIMIN.KL,D,20180502,0.3,0.32,0.3,0.315,7639,0
CIMB-C28,CIMB-C28.KL,D,20180502,0.32,0.32,0.32,0.32,0,0
CARING PHARMACY GROUP BERHAD (5245.KL),CARING.KL,D,20180502,1.62,1.62,1.62,1.62,0,0
CIMB-C29,CIMB-C29.KL,D,20180502,0.12,0.135,0.12,0.125,202,0
CARLSBERG BREWERY MALAYSIA BERHAD (2836.KL),CARLSBG.KL,D,20180502,19,19,18.34,18.56,1047,0
CIMB-C30,CIMB-C30.KL,D,20180502,0.24,0.24,0.205,0.22,7870,0
CB INDUSTRIAL PRODUCT HOLDING BERHAD [S] (7076.KL),CBIP.KL,D,20180502,1.47,1.48,1.46,1.48,662,0
CIMB-C31,CIMB-C31.KL,D,20180502,0.12,0.13,0.12,0.13,6050,0
CCK CONSOLIDATED HOLDINGS BERHAD [S] (7035.KL),CCK.KL,D,20180502,1.46,1.46,1.43,1.45,13045,0
