NAME,TICKER,PER,DATE,OPEN,HIGH,LOW,CLOSE,VOL,OPENINT
ATLAN HOLDINGS BHD. (7048.KL),ATLAN.KL,D,20180426,4.58,4.58,4.58,4.58,0,0
ASDION-WB,ASDION-WB.KL,D,20180426,0.115,0.125,0.105,0.115,27359,0
ATRIUM REAL ESTATE INVESTMENT TRUST,ATRIUM.KL,D,20180426,1.08,1.08,1.08,1.08,21,0
ASIAPAC-LC,ASIAPAC-LC.KL,D,20180426,0.83,0.83,0.83,0.83,0,0
ATTA,ATTA.KL,D,20180426,0.835,0.835,0.835,0.835,0,0
ASIAPAC-WB,ASIAPAC-WB.KL,D,20180426,0.075,0.075,0.075,0.075,0,0
ATURMAJU RESOURCES BERHAD [S] (7181.KL),ATURMJU.KL,D,20180426,0.18,0.18,0.18,0.18,0,0
ASIAPLY-PA,ASIAPLY-PA.KL,D,20180426,0.05,0.05,0.05,0.05,0,0
AVILLION BERHAD [S] (8885.KL),AVI.KL,D,20180426,0.3,0.3,0.3,0.3,10,0
ASIAPLY-WA,ASIAPLY-WA.KL,D,20180426,0.04,0.04,0.04,0.04,687,0
AWC BERHAD [S] (7579.KL),AWC.KL,D,20180426,0.735,0.75,0.735,0.74,1616,0
ASIAPLY-WB,ASIAPLY-WB.KL,D,20180426,0.045,0.045,0.045,0.045,0,0
AXIATA GROUP BERHAD [S] (6888.KL),AXIATA.KL,D,20180426,5.34,5.35,5.08,5.16,58808,0
ASTRO-C5,ASTRO-C5.KL,D,20180426,0.005,0.005,0.005,0.005,0,0
AXIS REAL ESTATE INVESTMENT TRUST [S] (5106.KL),AXREIT.KL,D,20180426,1.38,1.4,1.38,1.38,453,0
ASTRO-C6,ASTRO-C6.KL,D,20180426,0.005,0.005,0.005,0.005,0,0
AYER HOLDINGS BERHAD [S] (2305.KL),AYER.KL,D,20180426,5.66,6,5.66,6,61,0
ASTRO-C7,ASTRO-C7.KL,D,20180426,0.105,0.105,0.105,0.105,0,0
AYS VENTURES BERHAD [S] (5021.KL),AYS.KL,D,20180426,0.36,0.365,0.36,0.365,241,0
ATTA-LA,ATTA-LA.KL,D,20180426,0.145,0.145,0.145,0.145,1090,0
BARAKAH OFFSHORE PETROLEUM BERHAD [S] (7251.KL),BARAKAH.KL,D,20180426,0.235,0.24,0.23,0.235,3928,0
ATTA-PA,ATTA-PA.KL,D,20180426,0.185,0.185,0.185,0.185,1000,0
BATU KAWAN BERHAD [S] (1899.KL),BKAWAN.KL,D,20180426,18.4,18.5,18.4,18.5,155,0
ATTA-WB,ATTA-WB.KL,D,20180426,0.175,0.175,0.175,0.175,10,0
BCB BERHAD (6602.KL),BCB.KL,D,20180426,0.37,0.37,0.37,0.37,0,0
ATTA-WC,ATTA-WC.KL,D,20180426,0.18,0.18,0.18,0.18,0,0
BCM ALLIANCE BERHAD (0187.KL),BCMALL.KL,D,20180426,0.145,0.145,0.14,0.14,600,0
AT-WA,AT-WA.KL,D,20180426,0.01,0.01,0.01,0.01,0,0
BENALEC HOLDINGS BERHAD [S] (5190.KL),BENALEC.KL,D,20180426,0.29,0.29,0.285,0.29,3298,0
AT-WB,AT-WB.KL,D,20180426,0.025,0.025,0.025,0.025,0,0
BERJAYA ASSETS BERHAD (3239.KL),BJASSET.KL,D,20180426,0.45,0.47,0.45,0.465,13944,0
AXIATA-C22,AXIATA-C22.KL,D,20180426,0.09,0.09,0.085,0.085,760,0
BERJAYA CORPORATION BERHAD (3395.KL),BJCORP.KL,D,20180426,0.295,0.3,0.295,0.3,49321,0
AXIATA-C23,AXIATA-C23.KL,D,20180426,0.06,0.06,0.035,0.04,12746,0
BERJAYA FOOD BERHAD (5196.KL),BJFOOD.KL,D,20180426,1.66,1.66,1.66,1.66,5,0
AXIATA-C24,AXIATA-C24.KL,D,20180426,0.045,0.045,0.04,0.04,3048,0
BERJAYA LAND BERHAD (4219.KL),BJLAND.KL,D,20180426,0.29,0.295,0.285,0.29,51002,0
AXIATA-C25,AXIATA-C25.KL,D,20180426,0.085,0.085,0.085,0.085,0,0
BERJAYA MEDIA BERHAD (6025.KL),BJMEDIA.KL,D,20180426,0.21,0.21,0.21,0.21,0,0
AZRB-WA,AZRB-WA.KL,D,20180426,0.275,0.28,0.275,0.28,400,0
BERJAYA SPORTS TOTO BERHAD (1562.KL),BJTOTO.KL,D,20180426,2.09,2.09,2.07,2.08,2095,0
BAHVEST-WA,BAHVEST-WA.KL,D,20180426,0.815,0.85,0.815,0.815,3804,0
BERMAZ AUTO BERHAD [S] (5248),BAUTO.KL,D,20180426,2.18,2.2,2.18,2.18,3002,0
BARAKAH-LA,BARAKAH-LA.KL,D,20180426,0.225,0.225,0.225,0.225,0,0
BERTAM ALLIANCE BERHAD [S] (9814.KL),BERTAM.KL,D,20180426,0.3,0.3,0.3,0.3,0,0
BAT-CJ,BAT-CJ.KL,D,20180426,0.01,0.01,0.01,0.01,0,0
B.I.G. INDUSTRIES BERHAD [S] (7005.KL),BIG.KL,D,20180426,0.3,0.315,0.3,0.315,820,0
BAUTO-CT,BAUTO-CT.KL,D,20180426,0.135,0.135,0.135,0.135,0,0
BIMB HOLDINGS BERHAD [S] (5258.KL),BIMB.KL,D,20180426,3.89,3.99,3.89,3.97,830,0
BAUTO-CU,BAUTO-CU.KL,D,20180426,0.07,0.07,0.07,0.07,0,0
BINA DARULAMAN BERHAD [S] (6173.KL),BDB.KL,D,20180426,0.44,0.44,0.44,0.44,120,0
BAUTO-CV,BAUTO-CV.KL,D,20180426,0.07,0.07,0.07,0.07,0,0
BINA PURI HOLDINGS BHD (5932.KL),BPURI.KL,D,20180426,0.275,0.28,0.275,0.275,4368,0
BAUTO-CW,BAUTO-CW.KL,D,20180426,0.095,0.095,0.095,0.095,0,0
BINACOM,BINACOM.KL,D,20180426,0.4,0.41,0.39,0.395,4281,0
BIMB-CW,BIMB-CW.KL,D,20180426,0.06,0.06,0.05,0.055,5300,0
BINTAI KINDEN CORPORATION BERHAD (6998.KL),BINTAI.KL,D,20180426,0.135,0.135,0.135,0.135,246,0
BIMB-CX,BIMB-CX.KL,D,20180426,0.065,0.065,0.065,0.065,0,0
BINTULU PORT HOLDINGS BERHAD [S] (5032.KL),BIPORT.KL,D,20180426,5.95,5.95,5.95,5.95,0,0
BIMB-CY,BIMB-CY.KL,D,20180426,0.1,0.1,0.1,0.1,0,0
BIO OSMO BERHAD [S] (7243.KL),BIOOSMO.KL,D,20180426,0.05,0.055,0.045,0.05,12883,0
BIMB-WA,BIMB-WA.KL,D,20180426,0.225,0.225,0.215,0.215,2000,0
BIOALPHA HOLDINGS BERHAD [S] (0179.KL),BIOHLDG.KL,D,20180426,0.21,0.215,0.21,0.21,7340,0
BINTAI-WA,BINTAI-WA.KL,D,20180426,0.055,0.075,0.055,0.075,257,0
BLD PLANTATION BHD. [S] (5069.KL),BLDPLNT.KL,D,20180426,8.01,8.01,8.01,8.01,9,0
BIOHLDG-WA,BIOHLDG-WA.KL,D,20180426,0.1,0.1,0.095,0.095,637,0
BOILERMECH HOLDINGS BERHAD [S] (0168.KL),BOILERM.KL,D,20180426,0.685,0.685,0.68,0.68,224,0
BJCORP-C5,BJCORP-C5.KL,D,20180426,0.015,0.015,0.015,0.015,1000,0
BONIA CORPORATION BERHAD [S] (9288.KL),BONIA.KL,D,20180426,0.43,0.43,0.425,0.43,610,0
BJCORP-C6,BJCORP-C6.KL,D,20180426,0.035,0.035,0.035,0.035,0,0
BOON KOON GROUP BERHAD [S] (7187.KL),BKOON.KL,D,20180426,0.46,0.46,0.46,0.46,4139,0
BJCORP-C7,BJCORP-C7.KL,D,20180426,0.005,0.005,0.005,0.005,10000,0
BORNEO AQUA HARVEST BERHAD [S] (0098.KL),BAHVEST.KL,D,20180426,1.14,1.16,1.1,1.11,5763,0
BJCORP-C8,BJCORP-C8.KL,D,20180426,0.025,0.025,0.025,0.025,0,0
BORNEO OIL BERHAD (7036.KL),BORNOIL.KL,D,20180426,0.08,0.08,0.075,0.08,539210,0
BJCORP-LD,BJCORP-LD.KL,D,20180426,0.38,0.415,0.38,0.41,13200,0
BOUSTEAD HEAVY INDUSTRIES CORPORATION BHD [S] (8133.KL),BHIC.KL,D,20180426,1.85,1.86,1.85,1.86,40,0
BJCORP-LE,BJCORP-LE.KL,D,20180426,0.4,0.4,0.4,0.4,0,0
BOUSTEAD HOLDINGS BERHAD (2771.KL),BSTEAD.KL,D,20180426,2.57,2.57,2.56,2.57,3701,0
BJCORP-WB,BJCORP-WB.KL,D,20180426,0.07,0.07,0.07,0.07,3,0
BOUSTEAD PLANTATIONS BERHAD (5254.KL),BPLANT.KL,D,20180426,1.25,1.26,1.23,1.24,19905,0
BJCORP-WC,BJCORP-WC.KL,D,20180426,0.09,0.095,0.09,0.095,161,0
BOX-PAK (MALAYSIA) BHD,BOXPAK.KL,D,20180426,1.09,1.09,1.09,1.09,0,0
BKOON-WA,BKOON-WA.KL,D,20180426,0.25,0.25,0.25,0.25,0,0
BP PLASTICS HOLDING BHD [S] (5100.KL),BPPLAS.KL,D,20180426,0.9,0.9,0.89,0.89,100,0
BORNOIL-WC,BORNOIL-WC.KL,D,20180426,0.03,0.035,0.03,0.03,3350,0
BRAHIM'S HOLDINGS BERHAD [S] (9474.KL),BRAHIMS.KL,D,20180426,0.31,0.32,0.305,0.305,3506,0
BORNOIL-WD,BORNOIL-WD.KL,D,20180426,0.035,0.04,0.035,0.04,72592,0
BREM HOLDING BERHAD (8761.KL),BREM.KL,D,20180426,0.865,0.865,0.865,0.865,0,0
BOXPAK-WA,BOXPAK-WA.KL,D,20180426,0.21,0.21,0.21,0.21,0,0
BRIGHT PACKAGING INDUSTRY BERHAD (9938.KL),BRIGHT.KL,D,20180426,0.195,0.2,0.19,0.19,600,0
BRIGHT-WB,BRIGHT-WB.KL,D,20180426,0.03,0.04,0.03,0.035,2681,0
BRITE-TECH BHD,BTECH.KL,D,20180426,0.24,0.26,0.235,0.26,620,0
BSTEAD-CM,BSTEAD-CM.KL,D,20180426,0.06,0.06,0.06,0.06,0,0
BRITISH AMERICAN TOBACCO (MALAYSIA) BERHAD (4162.KL),BAT.KL,D,20180426,24.7,24.8,24.1,24.7,4389,0
BTM RESOURCES WA,BTM-WA.KL,D,20180426,0.045,0.045,0.045,0.045,0,0
BSL CORPORATION BERHAD [S] (7221.KL),BSLCORP.KL,D,20180426,0.51,0.51,0.51,0.51,0,0
BTM-WB,BTM-WB.KL,D,20180426,0.065,0.065,0.065,0.065,0,0
BTM RESOURCES BERHAD [S] (7188.KL),BTM.KL,D,20180426,0.15,0.15,0.15,0.15,0,0
BURSA-C14,BURSA-C14.KL,D,20180426,0.175,0.18,0.165,0.17,1354,0
BUMI ARMADA BERHAD(5210.KL),ARMADA.KL,D,20180426,0.815,0.83,0.815,0.825,41048,0
BURSA-C15,BURSA-C15.KL,D,20180426,0.225,0.225,0.225,0.225,0,0
BURSA MALAYSIA BERHAD (1818.KL),BURSA.KL,D,20180426,7.23,7.3,7.22,7.26,8626,0
BURSA-C16,BURSA-C16.KL,D,20180426,0.115,0.115,0.115,0.115,4700,0
C.I. HOLDINGS BERHAD (2828.KL),CIHLDG.KL,D,20180426,1.96,1.96,1.96,1.96,0,0
CAB-WA,CAB-WA.KL,D,20180426,0.69,0.69,0.69,0.69,0,0
CAB CAKARAN CORPORATION BERHAD [S] (7174.KL),CAB.KL,D,20180426,0.855,0.855,0.845,0.845,1174,0
CBIP-WA,CBIP-WA.KL,D,20180426,0.095,0.095,0.095,0.095,1100,0
CABNET,CABNET.KL,D,20180426,0.58,0.58,0.58,0.58,220,0
CENSOF-WB,CENSOF-WB.KL,D,20180426,0.05,0.05,0.05,0.05,2513,0
CAELY HOLDINGS BHD [S] (7154.KL),CAELY.KL,D,20180426,1.12,1.12,0.995,0.995,32058,0
CIMB-C26,CIMB-C26.KL,D,20180426,0.085,0.085,0.085,0.085,0,0
CAHYA MATA SARAWAK BERHAD [S] (2852.KL),CMSB.KL,D,20180426,4.04,4.04,4.01,4.03,4239,0
CIMB-C28,CIMB-C28.KL,D,20180426,0.32,0.32,0.32,0.32,0,0
CAM RESOURCES BERHAD [S] (7128.KL),CAMRES.KL,D,20180426,0.315,0.315,0.315,0.315,1,0
CIMB-C29,CIMB-C29.KL,D,20180426,0.155,0.155,0.155,0.155,0,0
CAN-ONE BHD,CANONE.KL,D,20180426,2.52,2.54,2.51,2.52,878,0
CIMB-C30,CIMB-C30.KL,D,20180426,0.24,0.25,0.235,0.25,5100,0
CAPITAMALLS MALAYSIA TRUST (5180.KL),CMMT.KL,D,20180426,1.13,1.16,1.13,1.15,7917,0
CIMB-C31,CIMB-C31.KL,D,20180426,0.135,0.145,0.135,0.145,2200,0
CAREPLUS GROUP BERHAD [S] (0163.KL),CAREPLS.KL,D,20180426,0.245,0.245,0.245,0.245,620,0
CIMB-C32,CIMB-C32.KL,D,20180426,0.12,0.12,0.12,0.12,1000,0
CARIMIN PETROLEUM BERHAD [S] (5257.KL),CARIMIN.KL,D,20180426,0.305,0.32,0.305,0.315,6049,0
CIMB-C33,CIMB-C33.KL,D,20180426,0.17,0.175,0.17,0.175,1700,0
CARING PHARMACY GROUP BERHAD (5245.KL),CARING.KL,D,20180426,1.58,1.58,1.58,1.58,0,0
CIMB-C34,CIMB-C34.KL,D,20180426,0.09,0.09,0.09,0.09,3000,0
CARLSBERG BREWERY MALAYSIA BERHAD (2836.KL),CARLSBG.KL,D,20180426,19.3,19.48,19.3,19.48,631,0
CIMB-C35,CIMB-C35.KL,D,20180426,0.155,0.155,0.155,0.155,18,0
CB INDUSTRIAL PRODUCT HOLDING BERHAD [S] (7076.KL),CBIP.KL,D,20180426,1.45,1.5,1.45,1.5,893,0
CME-LA,CME-LA.KL,D,20180426,0.02,0.02,0.02,0.02,0,0
CCK CONSOLIDATED HOLDINGS BERHAD [S] (7035.KL),CCK.KL,D,20180426,1.46,1.47,1.45,1.46,1636,0
